ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
113097786,36,RF,★★★★,Springfield,100,3263300,-,-,x5,,420,420,135,76,42,32,7,0,0,40,1,0,,,,100,,,Locked
113102800,20001,HG,★★★★★,SAA Mod,115,10083300,-,-,x5,Mod2,410,410,39,53,83,50,15,0,0,20,10,10,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
113443750,137,SMG,★★★★,PP-19-01,71,762600,0,0,x3,,498,498,25,11,54,78,12,0,0,5,1,0,,,,100,,,Locked
113561181,20143,SMG,★★★★★★,RO635 Mod,115,10404370,321070,1878930,x5,Mod3,1035,386,31,16,80,97,12,0,0,5,10,10,Beloved Dangle,,AC4 Suppressor,98,,,Locked
113743018,127,SMG,★★★★★,Type79,100,3263300,-,-,x5,,970,970,34,13,74,88,12,0,0,5,6,0,,,,100,,,Locked
113816776,234,SMG,★★★★★,JS 9,100,3263300,-,-,x5,,900,900,29,16,91,89,12,0,0,5,8,0,,,,100,,,Locked
113928410,181,AR,★★★★★,T91,70,705000,0,0,x4,,420,420,45,35,36,69,10,0,0,20,3,0,,,,100,,,Locked
114299460,270,RF,★★★★,4 Shiki,100,3263300,-,-,x5,,420,420,118,78,39,39,7,0,0,40,9,0,Arisaka AP Rounds,,Thermoptic Camouflage Cape,100,,,Locked
114415602,171,AR,★★★★,Ribeyrolles,100,3263300,-,-,x5,,550,550,68,47,42,63,10,0,0,20,10,0,VFL 6-24X56,APCR High-Velocity Ammo,#2 Processor,100,,,Locked
114646662,172,AR,★★★★★,Am RFB,100,3263300,-,-,x5,,525,525,73,72,52,54,10,0,0,30,8,0,Am RFB Quad Rail,APCR High-Velocity Ammo,#2 Processor,100,,,Locked
114663309,161,SG,★★★★,Type97S,100,3263300,-,-,x5,,1320,1320,35,13,14,27,6,20,3,40,1,0,,,,100,,,Locked
114865502,215,AR,★★★★★,MDR,100,3263300,-,-,x5,,595,595,59,53,44,76,10,0,0,20,4,0,,,,100,,,Locked
115036966,20122,AR,★★★★★★,Gr G11 Mod,116,12390127,106827,2893173,x5,Mod3,620,620,50,50,47,97,10,0,0,20,10,10,VFL 6-24X56,16Lab High-Velocity Ammo,G-box,100,,,Locked
115036991,20103,SMG,★★★★★,UMP45 Mod,110,5263300,-,-,x5,Mod1,965,965,31,15,79,83,12,0,0,5,10,0,IOP T4 Exoskeleton,Signal Flare,AC4 Suppressor,100,,,Locked
115045024,48,RF,★★★★★,WA2000,100,3263300,-,-,x5,,440,440,137,87,32,39,7,0,0,40,8,0,,,,100,,,Locked
115045672,194,AR,★★★★★,K2,100,3263300,-,-,x5,,635,635,53,54,45,78,10,0,0,20,8,0,,,,100,,,Locked
115186879,1009,HG,★★★★★,El Clear,100,3263300,-,-,x5,,330,330,33,66,93,61,15,0,0,20,10,0,Glorylight,Signal Flare,IOP T4 Exoskeleton,100,,,Locked
115355193,20007,HG,★★★★★,Stechkin Mod,110,5263300,-,-,x5,Mod1,420,420,33,53,71,65,15,0,0,20,10,0,,,,100,,,Locked
115431775,8,HG,★★★,Makarov,100,3263300,-,-,x5,,315,315,28,65,101,61,15,0,0,20,4,0,,,,100,,,Locked
115941844,20039,RF,★★★★★,Mosin-Nagant Mod,115,10083300,-,-,x5,Mod2,450,450,142,93,41,31,7,0,0,40,4,5,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Hayha Memory Chip,100,,,Locked
116760114,257,RF,★★★★★,M200,100,3263300,-,-,x5,,440,440,153,101,33,34,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
117380975,196,AR,★★★★★,Zas M21,96,2792105,0,0,x5,,595,595,56,50,42,73,10,0,0,20,7,0,,,,100,,,Locked
117809336,206,AR,★★★★★,AK-12,100,3263300,-,-,x5,,550,550,62,69,58,78,10,0,0,20,10,0,,,,150,Oathed,2020-05-17 14:38,Locked
118688876,50,RF,★★★★★,Lee Enfield,100,3263300,-,-,x5,,400,400,142,82,42,36,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,No32 MKI,Thermoptic Camouflage Cape,100,,,Locked
118954464,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
119298345,266,RF,★★★★★,R93,100,3263300,-,-,x5,,405,405,140,102,36,39,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
120265643,184,RF,★★★★,T-5000,100,3263300,-,-,x5,,450,450,133,90,30,36,7,0,0,40,6,0,,,,100,,,Locked
120415524,197,RF,★★★★★,Carcano M1891,100,3263300,-,-,x5,,400,400,145,90,45,34,7,0,0,40,7,0,,,,100,,,Locked
121530355,233,HG,★★★★★,Px4 Storm,100,3263300,-,-,x5,,340,340,37,73,98,57,15,0,0,20,10,0,ImpulsIIA/C,,IOP T4 Exoskeleton,100,,,Locked
122265465,96,HG,★★★★★,Grizzly,100,3263300,-,-,x5,,430,430,40,54,70,54,15,0,0,20,10,0,AC4 Suppressor,Signal Flare,MkV Mobility Skeleton,100,,,Locked
123977572,213,SMG,★★★★★,C-MS,100,3263300,-,-,x5,,925,925,34,16,79,87,12,0,0,5,10,0,IOP T4 Exoskeleton,Mk211 High-Explosive Armor-Piercing Ammo,AC4 Suppressor,100,,,Locked
124134783,20032,SMG,★★★★,Micro Uzi Mod,115,10083300,-,-,x5,Mod2,880,880,27,14,87,104,12,0,0,5,6,4,,,,100,,,Locked
124139162,135,SMG,★★★★★,SR-3MP,100,3263300,-,-,x5,,970,970,33,13,71,90,12,0,0,5,8,0,#2 Processor,,EOT 518,100,,,Locked
124584301,212,HG,★★★★,K5,100,3263300,-,-,x5,,330,330,31,55,86,62,15,0,0,40,8,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
125055821,109,MG,★★★★★,Gr MG5,100,3263300,-,-,x5,,990,990,90,29,29,120,4,0,11,5,6,0,,,,100,,,Locked
125070580,183,HG,★★★★★,Contender,100,3263300,-,-,x5,,330,330,49,90,87,44,15,0,0,40,8,0,RMR T4 Red Dot Sight,16Lab Hollow-Point,IOP T4 Exoskeleton,100,,,Locked
125454481,106,AR,★★★★★,FAL,17,15035,0,0,x1,,77,77,29,13,12,53,10,0,0,20,5,0,,,,100,,,Locked
125603303,85,MG,★★★★,PK,90,2041853,0,0,x5,,905,905,95,21,23,81,4,0,11,5,5,0,,,,100,,,Locked
125775678,148,RF,★★★★★,IWS 2000,100,3263300,-,-,x5,,440,440,171,82,31,32,7,0,0,40,6,0,,,,100,,,Locked
125914918,238,MG,★★★★★,QJY-88,74,928615,33315,18885,x4,,576,576,75,28,29,115,4,0,10,5,4,0,,,,100,,,Locked
125969455,250,HG,★★★★★,HS2000,100,3263300,-,-,x5,,360,360,35,65,92,62,15,0,0,20,10,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
126586603,253,MG,★★★★★,Lewis,100,3263300,-,-,x5,,950,950,108,33,33,116,4,0,10,5,8,0,Mk1000 SLAP,,IOP Maximum Ammo Box,100,,,Locked
126918528,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,10,0,,,,100,,,Locked
127165594,142,HG,★★★★★,Five-seven,100,3263300,-,-,x5,,315,315,33,60,102,66,15,0,0,20,10,0,,,,100,,,Locked
127223019,20097,HG,★★★★★★,M950A Mod,115,10900500,817200,1382800,x5,Mod3,400,400,34,60,80,72,15,0,0,20,10,10,WML & Tactical Handguard,,IOP T4 Exoskeleton,100,,,Locked
128333387,257,RF,★★★★★,M200,100,3263300,-,-,x5,,440,440,153,101,33,34,7,0,0,40,10,0,,,,100,,,Locked
128671275,205,AR,★★★★★,AN-94,100,3263300,-,-,x5,,580,580,61,74,53,76,10,0,0,20,10,0,EOT 518,APCR High-Velocity Ammo,#2 Processor,150,Oathed,2020-08-15 01:39,Locked
130148529,160,SG,★★★★★,Saiga-12,100,3263300,-,-,x5,,1320,1320,31,13,12,35,6,23,5,40,5,0,,,,100,,,Locked
130803173,4,HG,★★★★★,Python,100,3263300,-,-,x5,,350,350,42,86,87,49,15,0,0,40,10,0,RMR T4 Red Dot Sight,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
131086134,231,RF,★★★★★,M82A1,11,6210,0,0,x1,,49,49,69,17,8,24,7,0,0,40,4,0,,,,100,,,Locked
131739261,20065,AR,★★★★★★,416 Mod,115,10083300,-,-,x5,Mod2,620,620,57,54,50,78,10,0,0,20,10,10,,,,100,,,Locked
131819391,229,SG,★★★★★,M870,100,3263300,-,-,x5,,1320,1320,35,14,13,29,6,23,4,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,ITI MARS,100,,,Locked
132390952,236,AR,★★★★★,K11,100,3263300,-,-,x5,,675,675,56,57,39,76,10,0,0,20,4,0,,,,100,,,Locked
132444084,20060,AR,★★★★★,AS Val Mod,115,10141530,58230,2141770,x5,Mod3,675,143,45,53,53,76,10,0,0,20,10,10,VFL 6-24X56,SP6 Subsonic Ammo,#2 Processor,100,,,Locked
132793047,20053,RF,★★★★★★,NTW-20 Mod,115,10187342,104042,2095958,x5,Mod3,475,475,178,86,32,32,7,0,0,40,9,7,20mm HEI,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
133524475,20091,HG,★★★★,MP-446 Mod,115,10083300,-,-,x5,Mod2,340,340,32,60,83,60,15,0,0,20,8,4,,,,100,,,Locked
133530460,4,HG,★★★★★,Python,100,3263300,-,-,x5,,350,350,42,86,87,49,15,0,0,40,6,0,,,,100,,,Locked
136251345,20095,RF,★★★★,Type88 Mod,115,10733643,650343,1549657,x5,Mod3,520,520,123,72,40,37,7,0,0,40,10,10,Magnetic Accelerated Rounds,Acceleration Coil,Thermoptic Camouflage Cape,100,,,Locked
138255184,1024,RF,★★★★★,Rico,100,3263300,-,-,x5,,400,400,137,84,35,37,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Duelling Cards,100,,,Locked
138407862,1027,AR,★★★★★,Angelica,100,3263300,-,-,x5,,605,605,58,60,49,75,10,0,0,30,8,0,,,,100,,,Locked
139523939,251,SMG,★★★★★,X95,100,3263300,-,-,x5,,970,970,36,14,71,90,12,0,0,5,6,0,,,,100,,,Locked
139648438,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,,,,100,,,Locked
139933715,1025,SG,★★★★★,Triela,100,3263300,-,-,x5,,1265,1265,39,13,13,26,6,21,4,40,1,0,,,,100,,,Locked
140221508,20065,AR,★★★★★★,416 Mod,117,17104780,0,0,x5,Mod3,620,620,57,54,50,79,10,0,0,20,10,10,EOT XPS3,APCR High-Velocity Ammo,Tactical Headwear,100,,,Locked
140505319,20252,RF,★★★★★,KSVK Mod,118,19306756,23456,4976544,x5,Mod3,450,450,174,91,33,32,7,0,0,40,4,10,12.7mm 1SL,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
140997743,20097,HG,★★★★★★,M950A Mod,110,5613542,0,0,x5,Mod2,395,395,34,59,79,72,15,0,0,20,8,4,AC4 Suppressor,Signal Flare,IOP T4 Exoskeleton,100,,,Locked
142559169,275,MG,★★★★,M1895 CB,100,3263300,-,-,x5,,950,950,95,28,25,131,4,0,10,5,10,0,Mk1000 SLAP,RMR T4 Red Dot Sight,IOP Maximum Ammo Box,100,,,Locked
142621102,272,HG,★★★★★,Desert Eagle,100,3263300,-,-,x5,,365,365,44,60,70,55,15,0,0,40,10,0,RMR T4 Red Dot Sight,16Lab Hollow-Point,IOP X4 Exoskeleton,100,,,Locked
142621197,188,SG,★★★★★,S.A.T.8,100,3263300,-,-,x5,,1410,1410,31,14,13,33,6,22,4,40,10,0,Type 3 Armor Plate,,ITI MARS,100,,,Locked
142712508,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,10,0,AC4 Suppressor,Signal Flare,IOP T4 Exoskeleton,100,,,Locked
143020399,274,AR,★★★★★,ACR,100,3263300,-,-,x5,,580,580,57,57,51,77,10,0,0,30,8,0,,,,100,,,Locked
143166094,276,MG,★★★★★,Kord,100,3263300,-,-,x5,,990,990,115,24,23,110,4,0,9,5,10,0,M1022 Sniper Rounds,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
143454215,245,SMG,★★★★★,P90,100,3263300,-,-,x5,,950,950,32,16,88,93,12,0,0,5,8,0,,,AC4 Suppressor,100,,,Locked
145461818,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,10,0,,,,100,,,Locked
145461825,250,HG,★★★★★,HS2000,30,46848,0,0,x3,,141,141,20,26,36,48,15,0,0,20,4,0,,,,100,,,Locked
145461831,276,MG,★★★★★,Kord,100,3263300,-,-,x5,,990,990,115,24,23,110,4,0,9,5,10,0,Mk1000 SLAP,RMR T4 Red Dot Sight,IOP Maximum Ammo Box,100,,,Locked
146345194,185,MG,★★★★,Ameli,90,1977206,0,0,x4,,536,536,81,37,40,143,4,0,8,5,1,0,,,,100,,,Locked
147352938,189,SG,★★★★,USAS-12,100,3263300,-,-,x5,,1300,1300,31,12,11,37,6,22,5,40,1,0,,,,100,,,Locked
147764452,126,HG,★★★★★,NZ75,100,3263300,-,-,x5,,365,365,35,66,78,63,15,0,0,20,1,0,,,,100,,,Locked
147766819,233,HG,★★★★★,Px4 Storm,100,3263300,-,-,x5,,340,340,37,73,98,57,15,0,0,20,3,0,,,,100,,,Locked
148273174,285,HG,★★★★★,C-93,100,3263300,-,-,x5,,315,315,35,66,103,64,15,0,0,20,10,0,,,,100,,,Locked
148871727,114,HG,★★★★★,Welrod MkⅡ,100,3263300,-,-,x5,,400,400,30,75,95,52,15,0,0,40,4,0,,,,100,,,Locked
148988432,1028,SMG,★★★★★,Agent Vector,100,3263300,-,-,x5,,925,925,32,12,75,101,12,0,0,5,8,0,Go-Bag "V",.45 Hollow Point Ammo (Incendiary),Osprey 45 Silencer,100,,,Locked
149357682,1029,AR,★★★★★,Agent 416,99,3242007,0,0,x1,,121,121,54,49,47,76,10,0,0,20,10,0,,,,100,,,Locked
151854586,20221,HG,★★★★,GSh-18 Mod,117,16893514,1610214,2389786,x5,Mod3,365,365,36,56,94,58,15,0,0,20,6,6,RMR T4 Red Dot Sight,7N31,IOP X4 Exoskeleton,100,,,Locked
152764113,104,SMG,★★★★★,Gr G36c,100,3263300,-,-,x5,,1015,1015,34,14,69,83,12,0,0,5,10,0,IOP T4 Exoskeleton,,AC4 Suppressor,100,,,Locked
153112542,142,HG,★★★★★,Five-seven,90,1981100,0,0,x4,,240,240,31,55,93,64,15,0,0,20,3,0,,,,100,,,Locked
153218651,20007,HG,★★★★★,Stechkin Mod,112,6773992,0,0,x5,Mod2,420,420,33,53,72,66,15,0,0,20,10,4,Stechkin Buttstock,,IOP T4 Exoskeleton,100,,,Locked
155155454,99,HG,★★★★,Gr Mk23,100,3263300,-,-,x5,,400,400,31,56,70,63,15,0,0,20,4,0,,,,100,,,Locked
155607571,3,HG,★★★,M9,100,3263300,-,-,x5,,380,380,31,59,70,61,15,0,0,20,1,0,,,,100,,,Locked
156172705,294,HG,★★★★★,Webley,100,3263300,-,-,x5,,430,430,31,70,86,57,15,0,0,20,10,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
156231028,282,SG,★★★★★,DP-12,100,3263300,-,-,x5,,1265,1265,33,14,14,30,6,23,5,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,PEQ-16A,100,,,Locked
156433130,20051,RF,★★★★,FF FN49 Mod,110,5263300,0,0,x5,Mod2,470,470,124,66,35,34,7,0,0,40,5,5,,,,100,,,Locked
157000100,275,MG,★★★★,M1895 CB,91,2095737,0,0,x4,,728,728,90,26,23,127,4,0,10,5,1,0,,,,100,,,Locked
157523999,292,MG,★★★★★,RPK-16,100,3263300,-,-,x5,,825,825,90,39,38,129,4,0,10,5,10,0,Mk1000 SLAP,RMR T4 Red Dot Sight,IOP Maximum Ammo Box,100,,,Locked
157686623,296,RF,★★★★★,Gr SL8,100,3263300,-,-,x5,,425,425,126,82,41,41,7,0,0,40,7,0,,,,100,,,Locked
159218881,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,,,,100,,,Locked
161111047,303,HG,★★★★★,HP-35,100,3263300,-,-,x5,,380,380,33,68,94,58,15,0,0,20,10,0,,,,100,,,Locked
161112718,260,HG,★★★★★,PA-15,100,3263300,-,-,x5,,350,350,37,69,80,64,15,0,0,20,4,0,,,,100,,,Locked
161112732,6,HG,★★★,Tokarev,100,3263300,-,-,x5,,430,430,33,50,70,52,15,0,0,20,1,0,,,,100,,,Locked
161112997,13,HG,★★★,Type92,100,3263300,-,-,x5,,315,315,33,49,84,61,15,0,0,20,1,0,,,,100,,,Locked
161113245,20026,SMG,★★★★★,Gr MP5 Mod,110,5643316,380016,99984,x5,Mod2,895,895,33,15,74,90,12,0,0,5,10,8,,,,100,,,Locked
161591479,130,AR,★★★★★,Type97,100,3263300,-,-,x5,,580,580,57,54,49,72,10,0,0,20,3,0,,,,100,,,Locked
161667411,20095,RF,★★★★,Type88 Mod,115,10551183,467883,1732117,x5,Mod3,520,520,123,72,40,37,7,0,0,40,10,1,,,,100,,,Locked
161682016,9,HG,★★,P38,100,3263300,-,-,x5,,330,330,30,52,86,57,15,0,0,20,1,0,,,,100,,,Locked
161776970,311,SMG,★★★★★,Lusa,100,3263300,-,-,x5,,1025,1025,31,14,73,94,12,0,0,5,10,0,IOP T4 Exoskeleton,,,100,,,Locked
162560499,306,AR,★★★★★,AK-Alfa,82,1419245,52445,15655,x4,,420,420,53,48,47,70,10,0,0,20,2,0,,,,100,,,Locked
164239760,1009,HG,★★★★★,El Clear,9,3750,150,750,x1,,36,36,13,13,18,41,15,0,0,20,4,0,,,,100,,,Locked
166915109,156,SG,★★★★,Super-Shorty,69,679130,0,0,x3,,615,615,25,12,15,27,6,15,3,40,1,0,,,,100,,,Locked
166940192,159,SG,★★★,RMB-93,36,81290,5590,1110,x3,,492,492,20,7,7,23,6,10,4,40,1,0,,,,100,,,Locked
166940206,154,SG,★★★,M500,31,50900,0,0,x2,,344,344,20,6,6,24,6,8,4,40,1,0,,,,100,,,Locked
167022509,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1178,25,15,12,28,6,25,5,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,ITI MARS,100,,,Locked
168715142,329,RF,★★★★★,SVCh,70,744550,0,0,x4,,296,296,122,75,24,32,7,0,0,40,4,0,,,,100,,,Locked
168729246,337,RF,★★★★★,De Lisle,30,48510,0,0,x2,,132,132,61,35,16,28,7,0,0,40,4,0,,,,100,,,Locked
169324828,173,MG,★★★★★,PKP,100,3263300,-,-,x5,,825,825,100,33,31,127,4,0,10,5,5,0,,,,100,,,Locked
169404226,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,10,0,,,,100,,,Locked
170411917,1031,RF,★★★★★,Pekola,10,5175,675,325,x1,,48,48,50,16,9,25,7,0,0,40,6,0,,,,100,,,Locked
171972126,302,SG,★★★★,Defender,83,1500152,65252,5048,x1,,226,226,36,12,15,25,6,16,8,40,10,0,,,,90,,,Locked
172156872,310,HG,★★★★,Rex Zero 1,32,53325,0,0,x2,,92,92,19,25,32,48,15,0,0,20,4,0,,,,100,,,Locked
173213495,20001,HG,★★★★★,SAA Mod,110,5479300,0,0,x5,Mod2,410,410,38,53,82,50,15,0,0,20,5,4,,,,100,,,Locked
173355488,44,RF,★★★,SV-98,80,1283370,0,0,x4,,304,304,112,65,25,35,7,0,0,40,1,0,,,,100,,,Locked
174784208,20095,RF,★★★★,Type88 Mod,111,5832964,0,0,x5,Mod2,515,515,122,72,40,37,7,0,0,40,10,1,,,,100,,,Locked
175225186,20,SMG,★★★★★,Vector,80,1281906,0,0,x1,,167,167,28,10,62,95,12,0,0,5,10,0,#2 Processor,ILM Hollow-Point Ammo,EOT 518,90,,,Locked
175390573,315,SMG,★★★★★,AUG Para,63,497600,0,0,x3,,453,453,25,11,59,78,12,0,0,5,4,0,,,,100,,,Locked
175801922,316,RF,★★★★★,General Liu,30,46500,0,0,x2,,104,104,78,35,13,30,7,0,0,40,4,0,,,,100,,,Locked
176540844,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x1,,73,73,154,95,47,34,7,0,0,40,6,0,,,,100,,,Locked
177927970,125,MG,★★★★★,Gr MG4,10,4500,0,0,x1,,99,99,36,8,8,95,4,0,9,5,4,0,,,,100,,,Locked
177928474,339,MG,★★★★★,RPK-203,50,231442,10442,4958,x3,,372,372,65,20,21,102,4,0,9,5,4,0,,,,100,,,Locked
177995322,330,AR,★★★★,FX-05,100,3263300,-,-,x5,,550,550,57,58,50,69,10,0,0,20,10,0,,,,100,,,Locked
178014487,338,AR,★★★★★,SIG MCX,30,45000,0,0,x1,,75,75,29,24,19,63,10,0,0,20,4,0,,,,100,,,Locked
178194405,294,HG,★★★★★,Webley,33,60000,0,0,x3,,171,171,18,29,35,44,15,0,0,20,4,0,,,,100,,,Locked
178743717,294,HG,★★★★★,Webley,1,0,0,0,x1,,43,43,10,8,9,37,15,0,0,20,1,0,,,,50,,,Locked
178744014,294,HG,★★★★★,Webley,1,0,0,0,x1,,43,43,10,8,9,37,15,0,0,20,1,0,,,,50,,,Locked
179968098,171,AR,★★★★,Ribeyrolles,25,30000,0,0,x2,,138,138,34,16,15,47,10,0,0,20,1,0,,,,100,,,Locked
179974073,20,SMG,★★★★★,Vector,54,300000,0,0,x1,,142,142,24,8,46,87,12,0,0,5,4,0,,,,100,,,Locked
181007835,293,AR,★★★★★,AK-15,1,0,0,0,x1,,55,55,19,6,6,50,10,0,0,20,8,0,,,,50,,,Locked
181029164,352,SG,★★★★,Nova,1,0,0,0,x1,,132,132,11,2,2,19,6,3,7,40,7,0,,,,50,,,Locked
