ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
2886861,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,15,Locked
2910582,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,9,-,-,-,-,11%,-,-,-,-,-,-,-,-,900,3,0,Locked
3116112,12,Red Dot,★★★★★,ITI MARS,-,-,-,30,-,-,-1,-,-,-,-,-,-,-,-,-,10075,10,6,Locked
3116756,8,Holographic,★★★★★,EOT 518,-,-,8,14,-,-,-4,-,-,-,-,-,-,-,-,-,10025,10,6,Locked
3142620,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10000,10,2,Locked
3190498,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,20%,-,-,-,-,-,-,-,10025,10,5,Locked
3191454,8,Holographic,★★★★★,EOT 518,-,-,8,14,-,-,-4,-,-,-,-,-,-,-,-,-,10050,10,36,Locked
3240319,16,Night Equip,★★★★★,PEQ-16A,5336581,SR-3MP,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,12,Locked
3339507,72,HP Round,★★★★★,ILM Hollow-Point Ammo,5336581,SR-3MP,15,-,-,-,-,-,-,-8,-,-,-,-,-,-,10025,10,6,Locked
3530690,16,Night Equip,★★★★★,PEQ-16A,55958150,C-MS,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,6,Locked
3535276,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,126129169,Lewis,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10025,10,7,Locked
3550364,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,130879258,QBU-88,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,19,Locked
3664978,72,HP Round,★★★★★,ILM Hollow-Point Ammo,34970705,M950A Mod,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10000,10,7,Locked
3776065,32,HV Round,★★★★★,APCR High-Velocity Ammo,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10150,10,4,Locked
3956451,62,Exclusive,★★★★★,GSG UX Exoskeleton,84531692,Gr MP5 Mod,-10,-,58,-,-,-,-,-,-,-,-,-,-,-,30000,10,9,Locked
4226405,60,Exclusive,★★★★★,.300BLK High-Velocity Ammo,-,-,12,-4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
4268044,8,Holographic,★★★★★,EOT 518,-,-,8,14,-,-,-4,-,-,-,-,-,-,-,-,-,10000,10,7,Locked
4384688,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,9,Locked
4954476,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,3,Locked
4954477,8,Holographic,★★★★★,EOT 518,-,-,8,14,-,-,-4,-,-,-,-,-,-,-,-,-,10000,10,16,Locked
5026187,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,17%,-,-,-,-,-,-,-,10025,10,3,Locked
5118910,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,20%,-,-,-,-,-,-,-,10000,10,9,Locked
5118928,12,Red Dot,★★★★★,ITI MARS,-,-,-,22,-,-,-3,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
5260904,4,Optical,★★★★★,VFL 6-24X56,126866217,M1897,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10050,10,12,Locked
5320252,16,Night Equip,★★★★★,PEQ-16A,113721079,JS 9,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,10,Locked
5344663,8,Holographic,★★★★★,EOT 518,-,-,8,14,-,-,-4,-,-,-,-,-,-,-,-,-,10025,10,18,Locked
5471577,4,Optical,★★★★★,VFL 6-24X56,154945617,DP-12,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,11,Locked
5490115,4,Optical,★★★★★,VFL 6-24X56,130879258,QBU-88,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,15,Locked
5512777,12,Red Dot,★★★★★,ITI MARS,-,-,-,17,-,-,-1,-,-,-,-,-,-,-,-,-,1800,4,0,Locked
5543635,12,Red Dot,★★★★★,ITI MARS,-,-,-,12,-,-,-1,-,-,-,-,-,-,-,-,-,0,0,0,Locked
5578566,12,Red Dot,★★★★★,ITI MARS,-,-,-,12,-,-,-2,-,-,-,-,-,-,-,-,-,0,0,0,Locked
5694180,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,15%,-,-,-,-,-,-,-,7650,9,1,Locked
5695103,8,Holographic,★★★★★,EOT 518,-,-,5,12,-,-,-5,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
5733037,4,Optical,★★★★★,VFL 6-24X56,4018,M1918 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,6,Locked
5811683,4,Optical,★★★★★,VFL 6-24X56,20006502,M590,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,6,Locked
5867509,31,HV Round,★★★★,JHP High-Velocity Ammo,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,4725,9,2,Locked
5880820,86,Exclusive,★★★★★,Hayha Memory Chip,7106541,Mosin-Nagant Mod,30,-,5,-,-,30%,-,-,-,-,-,-,-,-,30000,10,26,Locked
5904722,40,T-Exo,★★★★★,IOP T4 Exoskeleton,82772160,Contender,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,1,Locked
5985883,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,108965873,Carcano M1891,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10050,10,6,
6014568,16,Night Equip,★★★★★,PEQ-16A,144352645,ACR,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,8,Locked
6050697,4,Optical,★★★★★,VFL 6-24X56,49789193,Am KSG,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,6,Locked
6085910,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,20%,-,-,-,-,-,-,-,10000,10,8,Locked
6108476,4,Optical,★★★★★,VFL 6-24X56,90504702,AN-94,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10050,10,6,Locked
6149577,95,HP Round,★★★★★,16Lab Hollow-Point,55958150,C-MS,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10025,10,0,Locked
6171109,4,Optical,★★★★★,VFL 6-24X56,116482920,M1014,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,4,Locked
6171140,94,Exclusive,★★★★★,Tactical Memory Module,-,-,4,-4,-,-,-,-,-,-,-,-,-,-,-,4,0,0,3,Locked
6277248,96,Camo Cloak,★★★★★,16Lab Thermoptic Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,0,Locked
6381387,4,Optical,★★★★★,VFL 6-24X56,153241040,ZB-26,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,23,Locked
6416086,16,Night Equip,★★★★★,PEQ-16A,2999411,Gr G41,-,-,-,-,-,-,-,-,-,-,-,-,92%,-,0,0,0,Locked
6467916,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,10,Locked
6467927,16,Night Equip,★★★★★,PEQ-16A,89856219,Honey Badger,-,-,-,-,-,-,-,-,-,-,-,-,91%,-,0,0,0,Locked
6467935,40,T-Exo,★★★★★,IOP T4 Exoskeleton,43873255,AUG,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10050,10,15,Locked
6467960,4,Optical,★★★★★,VFL 6-24X56,5078250,LWMMG Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10075,10,1,Locked
6467989,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,18%,-,-,-,-,-,-,-,10025,10,5,Locked
6468006,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10000,10,8,Locked
6468155,58,X-Exo,★★★★★,IOP X4 Exoskeleton,19315248,Gr G11 Mod,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10000,10,2,Locked
6537848,58,X-Exo,★★★★★,IOP X4 Exoskeleton,107813173,Python,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10000,10,2,Locked
6714417,16,Night Equip,★★★★★,PEQ-16A,54564577,OTs-14,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,8,Locked
6941878,82,Buckshot Shell,★★★★★,16Lab Buckshot,-,-,15,-,-,-,-,22%,-,-,-,-,-,-,-,-,10000,10,0,Locked
6957573,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10025,10,4,Locked
6963135,81,Armor Plate,★★★★★,16Lab Armor Plate,56511410,AA-12,-,-,-2,-,-,-,-,-,9,-,-,-,-,-,3250,6,0,Locked
7219407,4,Optical,★★★★★,VFL 6-24X56,117158669,FP-6,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,7,Locked
7315821,71,HP Round,★★★★,ILM Hollow-Point Ammo,156459441,Webley,4,-,-,-,-,-,-,-5,-,-,-,-,-,-,0,0,0,Locked
7408114,16,Night Equip,★★★★★,PEQ-16A,67383085,GSh-18 Mod,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,15,Locked
7408115,4,Optical,★★★★★,VFL 6-24X56,19305477,Type97,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10125,10,6,Locked
7928297,4,Optical,★★★★★,VFL 6-24X56,104301379,M870,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,6,Locked
7929742,44,Armor Plate,★★★★★,Type 3 Armor Plate,117158669,FP-6,-,-,-2,-,-,-,-,-,7,-,-,-,-,-,2000,5,0,Locked
8246766,71,HP Round,★★★★,ILM Hollow-Point Ammo,30462255,Welrod MkⅡ,4,-,-,-,-,-,-,-5,-,-,-,-,-,-,0,0,0,Locked
8249139,91,Exclusive,★★★★★,Special Warfare Mobile Suit,-,-,-,-20,10,-,-10,-,-,-,20,-,-,-,-,-,30025,10,0,Locked
8306074,31,HV Round,★★★★,JHP High-Velocity Ammo,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,4200,9,6,Locked
8306883,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10075,10,4,Locked
8426728,44,Armor Plate,★★★★★,Type 3 Armor Plate,-,-,-,-,-2,-,-,-,-,-,7,-,-,-,-,-,0,0,0,Locked
8458672,83,Exclusive,★★★★★,KSTSP,-,-,-,-,-,-,-,40%,32%,-,-,-,-,-,-,-,0,0,0,Locked
8458673,83,Exclusive,★★★★★,KSTSP,-,-,-,-,-,-,-,40%,32%,-,-,-,-,-,-,-,0,0,0,Locked
8476919,4,Optical,★★★★★,VFL 6-24X56,104683909,M82A1,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10075,10,14,Locked
8597269,4,Optical,★★★★★,VFL 6-24X56,108965873,Carcano M1891,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10050,10,10,Locked
8675518,4,Optical,★★★★★,VFL 6-24X56,7106541,Mosin-Nagant Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10075,10,10,Locked
8686638,109,Optical,★★★★★,16Lab 6-24X56,13694004,Negev,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,0,Locked
8902685,66,Silencer,★★★★★,AC4 Suppressor,-,-,-,-,10,-,-,-,16%,-,-,-,-,-,-,-,7600,9,1,Locked
8956007,4,Optical,★★★★★,VFL 6-24X56,125952504,KSVK Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,8,Locked
8957059,4,Optical,★★★★★,VFL 6-24X56,108622145,Carcano M91/38,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10125,10,14,Locked
8959714,16,Night Equip,★★★★★,PEQ-16A,120912956,Gr G36c,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,8,Locked
9245747,12,Red Dot,★★★★★,ITI MARS,-,-,-,27,-,-,-2,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
9293498,71,HP Round,★★★★,ILM Hollow-Point Ammo,1201162,Grizzly,4,-,-,-,-,-,-,-5,-,-,-,-,-,-,0,0,0,Locked
9313306,109,Optical,★★★★★,16Lab 6-24X56,10373516,NTW-20 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10150,10,0,Locked
9314313,16,Night Equip,★★★★★,PEQ-16A,62777712,AS Val Mod,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,5,Locked
9335788,4,Optical,★★★★★,VFL 6-24X56,362064,ST AR-15 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10025,10,15,Locked
9337542,110,HV Round,★★★★★,16Lab High-Velocity Ammo,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10050,10,0,Locked
9356922,12,Red Dot,★★★★★,ITI MARS,-,-,-,25,-,-,-2,-,-,-,-,-,-,-,-,-,9900,9,0,Locked
9373139,4,Optical,★★★★★,VFL 6-24X56,126129169,Lewis,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,5,Locked
9399815,108,Exclusive,★★★★★,Blue Thick Cape,-,-,-,-,-,-3,1,13%,-,-,-,-,-,-,-,-,0,0,0,Locked
9472525,44,Armor Plate,★★★★★,Type 3 Armor Plate,-,-,-,-,-2,-,-,-,-,-,6,-,-,-,-,-,0,0,0,Locked
9496768,40,T-Exo,★★★★★,IOP T4 Exoskeleton,34970705,M950A Mod,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10025,10,12,Locked
9557433,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,89699411,HMG21,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,10,Locked
9927839,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,9,-,-,-,-,14%,-,-,-,-,-,-,-,-,2700,5,0,Locked
9955262,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,145358191,Kord,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,6,Locked
10206933,92,Exclusive,★★★★★,UMP UX Exoskeleton,-,-,-,-,35,-,-,18%,-,-,-,-,-,-,-,-,30000,10,9,Locked
10260415,92,Exclusive,★★★★★,UMP UX Exoskeleton,-,-,-,-,35,-,-,25%,-,-,-,-,-,-,-,-,30025,10,6,Locked
10314043,31,HV Round,★★★★,JHP High-Velocity Ammo,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,4200,9,0,Locked
10351937,92,Exclusive,★★★★★,UMP UX Exoskeleton,1159248,UMP9,-,-,35,-,-,25%,-,-,-,-,-,-,-,-,30075,10,9,Locked
10546776,31,HV Round,★★★★,JHP High-Velocity Ammo,874203,TAR-21,11,-,-,-,-,-,-,-,-,-,-,-,-,-,4725,9,0,Locked
10620845,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,38724914,PKP,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,16,Locked
10732013,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,8,-,-,-,-,10%,-,-,-,-,-,-,-,-,0,0,0,Locked
10774889,4,Optical,★★★★★,VFL 6-24X56,118951160,R93,-,-,-,-,-,-,44%,-,-,-,-,-,-,-,10000,10,2,Locked
10816312,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,108622145,Carcano M91/38,-,-,-,-,-,-,-,147,-,-,-,-,-,-,2825,6,0,Locked
10858824,16,Night Equip,★★★★★,PEQ-16A,138078985,K-PDW,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,5,Locked
10969051,66,Silencer,★★★★★,AC4 Suppressor,126491877,X95,-,-,10,-,-,-,15%,-,-,-,-,-,-,-,7600,9,1,Locked
11174473,16,Night Equip,★★★★★,PEQ-16A,1159248,UMP9,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,14,Locked
11390507,44,Armor Plate,★★★★★,Type 3 Armor Plate,-,-,-,-,-2,-,-,-,-,-,7,-,-,-,-,-,0,0,0,Locked
11539253,93,Exclusive,★★★★★,PKN03M Night Vision Scope,-,-,8,-,-,-,-,-,-,-,-,-,-,-,100%,-,30000,10,0,Locked
11594279,40,T-Exo,★★★★★,IOP T4 Exoskeleton,70601697,Jill Stingray,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,10,Locked
