ID,No,Rarity,Dev. Rate,Level,Name,Damage,Accuracy,Evasion,Armor,Crit.Damage,Talent,Skill,Locked
882072,26,★★★★★,3000,100,Prototype Fairy,10.0,10.0,10.0,10.0,0,Damage I,10,
882073,26,★★★★★,3000,100,Prototype Fairy,10.0,10.0,10.0,10.0,0,Assault,10,
889018,11,★★★,690,1,Parachute Fairy,5.6,0.0,5.2,1.2,0,Accuracy I,6,Locked
904309,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Armor I,1,
904926,2,★,0,1,Fury Fairy,2.8,0.0,8.0,2.0,0,Suppression,1,
904927,17,★,0,1,Illumination Fairy,0.0,20.0,7.2,1.6,0,Armor II,1,
905244,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Damage I,1,
905849,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Keen,1,
906536,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Sturdy,1,
906800,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Evasion I,1,
906816,2,★,0,1,Fury Fairy,2.8,0.0,8.0,2.0,0,Keen,1,
907338,4,★,0,1,Shield Fairy,4.0,12.0,16.0,0.0,0,Evasion I,1,
907339,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Suppression,1,
907577,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Armor I,1,
907642,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Armor I,1,
908338,16,★,0,1,Rescue Fairy,7.6,20.0,16.0,0.0,0,Damage I,1,
908339,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Evasion I,1,
908936,25,★,0,1,Twin Fairies,3.2,11.2,8.8,2.4,0,Evasion I,1,
909309,17,★,0,1,Illumination Fairy,0.0,20.0,7.2,1.6,0,Sturdy,1,
909310,25,★,0,1,Twin Fairies,3.2,11.2,8.8,2.4,0,Armor I,1,
909666,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Accuracy II,1,
910758,8,★,0,1,Artillery Fairy,10.8,0.0,11.2,1.2,0,Armor II,1,
910981,2,★,0,1,Fury Fairy,2.8,0.0,8.0,2.0,0,Armor I,1,
911442,15,★,0,1,Command Fairy,8.0,0.0,7.6,2.0,0,Armor I,1,
911991,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Keen,1,
916475,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Evasion II,1,
916630,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Armor II,1,
916957,17,★,0,1,Illumination Fairy,0.0,20.0,7.2,1.6,0,Sturdy,1,
916958,2,★,0,1,Fury Fairy,2.8,0.0,8.0,2.0,0,Sturdy,1,
917150,31,★,0,1,Trap Fairy,5.6,12.0,0.0,0.0,0,Armor I,1,Locked
917804,16,★,0,1,Rescue Fairy,7.6,20.0,16.0,0.0,0,Armor I,1,
918245,25,★,0,1,Twin Fairies,3.2,11.2,8.8,2.4,0,Assault,1,
918583,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Evasion I,1,
918584,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Suppression,1,
918735,31,★,0,1,Trap Fairy,5.6,12.0,0.0,0.0,0,Accuracy II,1,Locked
918736,31,★,0,1,Trap Fairy,5.6,12.0,0.0,0.0,0,Setup,1,Locked
918745,31,★,0,1,Trap Fairy,5.6,12.0,0.0,0.0,0,Damage I,1,Locked
920097,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Armor II,1,
921432,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Critical II,1,
921433,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Evasion I,1,
922282,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Suppression,1,
922283,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Suppression,1,
922767,8,★,0,1,Artillery Fairy,10.8,0.0,11.2,1.2,0,Armor I,1,
922768,25,★,0,1,Twin Fairies,3.2,11.2,8.8,2.4,0,Keen,1,
923100,16,★,0,1,Rescue Fairy,7.6,20.0,16.0,0.0,0,Damage I,1,
923442,15,★,0,1,Command Fairy,8.0,0.0,7.6,2.0,0,Evasion II,1,
923692,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Evasion I,1,
924167,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Sturdy,1,
924168,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Sturdy,1,
924848,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Assault,1,
925523,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Keen,1,
925524,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Sturdy,1,
925831,9,★,0,1,Airstrike Fairy,4.8,8.0,6.4,1.6,0,Damage I,1,
926409,2,★,0,1,Fury Fairy,2.8,0.0,8.0,2.0,0,Suppression,1,
926410,15,★,0,1,Command Fairy,8.0,0.0,7.6,2.0,0,Sturdy,1,
926869,1,★,0,1,Warrior Fairy,4.8,16.0,8.0,2.0,0,Aim,1,
927512,15,★,0,1,Command Fairy,8.0,0.0,7.6,2.0,0,Evasion I,1,
928137,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Aim,1,
928138,6,★,0,1,Taunt Fairy,3.2,10.0,4.8,1.6,0,Evasion II,1,
928447,16,★,0,1,Rescue Fairy,7.6,20.0,16.0,0.0,0,Accuracy II,1,
928448,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Damage II,1,
928817,3,★,0,1,Armor Fairy,4.4,0.0,0.0,5.2,0,Evasion I,1,
928818,4,★,0,1,Shield Fairy,4.0,12.0,16.0,0.0,0,Armor II,1,
929772,8,★,0,1,Artillery Fairy,10.8,0.0,11.2,1.2,0,Damage II,1,
929773,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Accuracy I,1,
930290,24,★,0,1,Barrier Fairy,0.0,14.8,6.4,4.4,0,Damage I,1,
930291,7,★,0,1,Sniper Fairy,0.0,17.6,5.6,3.2,0,Aim,1,
808753,30,★★★★★,550,100,Witch Fairy,45.0,60.0,60.0,0.0,0,Damage II,10,Locked
833773,11,★★★★★,3000,64,Parachute Fairy,16.8,0.0,15.0,3.6,0,Fervor,10,Locked
71402,4,★★★★★,3000,100,Shield Fairy,20.0,60.0,80.0,0.0,0,Damage II,10,Locked
819926,17,★★★★★,3000,74,Illumination Fairy,0.0,64.0,23.2,5.6,0,Fervor,10,Locked
721514,11,★★★★★,3000,100,Parachute Fairy,36.0,0.0,32.0,8.0,0,Fervor,10,Locked
169591,11,★★★★★,3000,100,Parachute Fairy,36.0,0.0,32.0,8.0,0,Fervor,10,Locked
