Area ID,Area Name,Battle Type,Doll ID,Type,Name,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage,Rank
714,Elementary4,Night,163,SG,AA-12,90.4488,0,4,0,Armor Plate,Exclusive,Holographic,602,22,60
714,Elementary4,Night,160,SG,Saiga-12,50,0,4,0,Armor Plate,Slug Shell,Holographic,440,16,61
714,Elementary4,Night,281,SG,CAWS,83.5002,0,1,0,Armor Plate,Slug Shell,Holographic,407,15,62
718,Elementary8,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1167,1
718,Elementary8,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,968,2
718,Elementary8,Night,54,AR,M16A1,100,0,10,0,HV Round,Armor Plate,Exclusive,6668,916,3
718,Elementary8,Night,106,AR,FAL,100,0,10,0,Optical,HV Round,T-Exo,5336,880,4
718,Elementary8,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Optical,Exclusive,6316,868,5
718,Elementary8,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,6304,866,6
718,Elementary8,Night,20065,AR,416 Mod,150,1,10,10,Exclusive,HV Round,T-Exo,6293,865,7
718,Elementary8,Night,1027,AR,Angelica,100,0,8,0,Optical,HV Round,Exclusive,6146,845,8
718,Elementary8,Night,205,AR,AN-94,150,1,10,0,Optical,HV Round,T-Exo,5867,806,9
718,Elementary8,Night,206,AR,AK-12,100,0,10,0,Optical,HV Round,T-Exo,5708,784,10
718,Elementary8,Night,122,AR,Gr G11,150,1,10,0,Optical,HV Round,T-Exo,5629,773,11
718,Elementary8,Night,236,AR,K11,100,0,10,0,Optical,HV Round,T-Exo,5545,762,12
718,Elementary8,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,HV Round,T-Exo,5533,760,13
718,Elementary8,Night,129,AR,Type95,100,0,10,0,Exclusive,HV Round,T-Exo,5443,748,14
718,Elementary8,Night,196,AR,Zas M21,100,0,10,0,Optical,HV Round,T-Exo,5323,731,15
718,Elementary8,Night,183,HG,Contender,100,0,10,0,Silencer,AP Round,T-Exo,4437,610,16
718,Elementary8,Night,20097,HG,M950A Mod,100,0,10,10,Silencer,HP Round,X-Exo,4263,586,17
718,Elementary8,Night,292,MG,RPK-16,150,1,10,0,AP Round,Optical,Ammo Box,8933,558,18
718,Elementary8,Night,20001,HG,SAA Mod,95.2197,0,10,10,Exclusive,HP Round,T-Exo,3991,548,19
718,Elementary8,Night,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Red Dot,7291,546,20
718,Elementary8,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,531,21
718,Elementary8,Night,126,HG,NZ75,100,0,10,0,Exclusive,HP Round,X-Exo,3854,529,22
718,Elementary8,Night,276,MG,Kord,100,0,10,0,AP Round,Red Dot,Ammo Box,8422,526,23
718,Elementary8,Night,1017,HG,Jill Stingray,100,0,10,0,Silencer,HP Round,T-Exo,3811,524,24
718,Elementary8,Night,114,HG,Welrod MkⅡ,100,0,10,0,Silencer,HP Round,T-Exo,3798,522,25
718,Elementary8,Night,250,HG,HS2000,100,0,10,0,Silencer,HP Round,X-Exo,3783,520,26
718,Elementary8,Night,253,MG,Lewis,95.5817,0,8,0,AP Round,Red Dot,Ammo Box,8307,519,27
718,Elementary8,Night,20081,MG,LWMMG Mod,100,0,4,10,AP Round,Red Dot,Ammo Box,8244,515,28
718,Elementary8,Night,272,HG,Desert Eagle,100,0,10,0,Silencer,HP Round,T-Exo,3724,512,29
718,Elementary8,Night,20007,HG,Stechkin Mod,95.1365,0,10,0,Silencer,HP Round,X-Exo,3692,507,30
718,Elementary8,Night,142,HG,Five-seven,100,0,10,0,Silencer,HP Round,X-Exo,3658,502,31
718,Elementary8,Night,188,SG,S.A.T.8,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,8040,502,32
718,Elementary8,Night,173,MG,PKP,100,0,8,0,AP Round,Red Dot,Ammo Box,7967,497,33
718,Elementary8,Night,109,MG,Gr MG5,100,0,9,0,AP Round,Holographic,Ammo Box,7581,473,34
718,Elementary8,Night,282,SG,DP-12,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7561,472,35
718,Elementary8,Night,238,MG,QJY-88,100,0,4,0,AP Round,Optical,Ammo Box,7520,470,36
718,Elementary8,Night,275,MG,M1895 CB,100,0,10,0,AP Round,Holographic,Ammo Box,7417,463,37
718,Elementary8,Night,75,MG,M1918,100,0,8,0,AP Round,Optical,Ammo Box,7292,455,38
718,Elementary8,Night,20154,SG,M500 Mod,100,0,1,10,Armor Plate,Buckshot Shell,Holographic,7187,449,39
718,Elementary8,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7099,443,40
718,Elementary8,Night,85,MG,PK,100,0,8,0,AP Round,Holographic,Ammo Box,7026,439,41
718,Elementary8,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,6893,430,42
718,Elementary8,Night,127,SMG,Type79,100,0,4,0,X-Exo,Exclusive,Holographic,5696,427,43
718,Elementary8,Night,125,MG,Gr MG4,100,0,1,0,AP Round,Exclusive,Ammo Box,6811,425,44
718,Elementary8,Night,1028,SMG,Agent Vector,100,0,8,0,Exclusive,Exclusive,Holographic,5417,406,45
718,Elementary8,Night,164,SG,FP-6,100,0,3,0,Armor Plate,Buckshot Shell,Holographic,5295,330,46
718,Elementary8,Night,112,MG,Negev,100,0,2,0,AP Round,Holographic,Ammo Box,5092,318,47
718,Elementary8,Night,1025,SG,Triela,100,0,4,0,Armor Plate,Exclusive,Holographic,5064,316,48
718,Elementary8,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Buckshot Shell,Holographic,5053,315,49
718,Elementary8,Night,20053,RF,NTW-20 Mod,200,1,10,10,Exclusive,Optical,Camo Cloak,7703,288,50
718,Elementary8,Night,229,SG,M870,100,0,10,0,Armor Plate,Slug Shell,Optical,4601,287,51
718,Elementary8,Night,20252,RF,KSVK Mod,200,1,8,10,Exclusive,Optical,Camo Cloak,7473,280,52
718,Elementary8,Night,20037,RF,M14 Mod,200,1,10,10,AP Round,Exclusive,Camo Cloak,7348,275,53
718,Elementary8,Night,20095,RF,Type88 Mod,200,1,10,10,Exclusive,Exclusive,Camo Cloak,7093,265,54
718,Elementary8,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6907,259,55
718,Elementary8,Night,156,SG,Super-Shorty,100,0,1,0,Armor Plate,Slug Shell,Optical,4050,253,56
718,Elementary8,Night,1029,AR,Agent 416,150,1,8,0,Optical,Exclusive,X-Exo,1067,146,57
718,Elementary8,Night,159,SG,RMB-93,50,0,4,0,Armor Plate,Slug Shell,Optical,1602,100,58
718,Elementary8,Night,326,SG,512,50,0,1,0,Armor Plate,Slug Shell,Optical,878,54,59
718,Elementary8,Night,163,SG,AA-12,90.4488,0,4,0,Armor Plate,Exclusive,Optical,579,36,60
718,Elementary8,Night,160,SG,Saiga-12,50,0,4,0,Armor Plate,Slug Shell,Optical,413,25,61
718,Elementary8,Night,152,SG,M1897,50,0,1,0,Armor Plate,Buckshot Shell,Optical,323,20,62
724,Intermediate4,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1167,1
724,Intermediate4,Night,54,AR,M16A1,100,0,10,0,HV Round,Armor Plate,Exclusive,6668,916,2
724,Intermediate4,Night,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Red Dot,7291,911,3
724,Intermediate4,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Optical,Exclusive,6316,868,4
724,Intermediate4,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,6304,866,5
724,Intermediate4,Night,20065,AR,416 Mod,150,1,10,10,Exclusive,HV Round,T-Exo,6293,865,6
724,Intermediate4,Night,1027,AR,Angelica,100,0,8,0,Optical,HV Round,Exclusive,6146,845,7
724,Intermediate4,Night,20026,SMG,Gr MP5 Mod,100,0,10,10,Exclusive,HP Round,Red Dot,6555,819,8
724,Intermediate4,Night,16,SMG,Thompson,150,1,10,0,T-Exo,HP Round,Red Dot,6481,810,9
724,Intermediate4,Night,228,SMG,100 Shiki,100,0,10,0,T-Exo,HP Round,Exclusive,6468,808,10
724,Intermediate4,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,806,11
724,Intermediate4,Night,205,AR,AN-94,150,1,10,0,Optical,HV Round,T-Exo,5867,806,12
724,Intermediate4,Night,20103,SMG,UMP45 Mod,100,0,10,8,Exclusive,HP Round,Red Dot,6437,804,13
724,Intermediate4,Night,245,SMG,P90,100,0,10,0,T-Exo,HP Round,Red Dot,6382,797,14
724,Intermediate4,Night,206,AR,AK-12,100,0,10,0,Optical,HV Round,T-Exo,5708,784,15
724,Intermediate4,Night,143,SMG,RO635,150,1,10,0,T-Exo,HP Round,Red Dot,6217,777,16
724,Intermediate4,Night,122,AR,Gr G11,150,1,10,0,Optical,HV Round,T-Exo,5629,773,17
724,Intermediate4,Night,20101,SMG,UMP9 Mod,100,0,8,10,T-Exo,HP Round,Holographic,6139,767,18
724,Intermediate4,Night,236,AR,K11,100,0,10,0,Optical,HV Round,T-Exo,5545,762,19
724,Intermediate4,Night,20032,SMG,Micro Uzi Mod,100,0,10,10,T-Exo,HP Round,Holographic,6092,761,20
724,Intermediate4,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,HV Round,T-Exo,5533,760,21
724,Intermediate4,Night,234,SMG,JS 9,100,0,10,0,T-Exo,HP Round,Holographic,6061,757,22
724,Intermediate4,Night,129,AR,Type95,100,0,10,0,Exclusive,HV Round,T-Exo,5443,748,23
724,Intermediate4,Night,196,AR,Zas M21,100,0,10,0,Optical,HV Round,X-Exo,5269,724,24
724,Intermediate4,Night,215,AR,MDR,100,0,8,0,Exclusive,HV Round,X-Exo,5252,722,25
724,Intermediate4,Night,127,SMG,Type79,100,0,4,0,X-Exo,Exclusive,Holographic,5696,712,26
724,Intermediate4,Night,20,SMG,Vector,100,0,10,0,X-Exo,HP Round,Holographic,5678,709,27
724,Intermediate4,Night,1028,SMG,Agent Vector,100,0,8,0,Exclusive,Exclusive,Holographic,5417,677,28
724,Intermediate4,Night,183,HG,Contender,100,0,10,0,Silencer,AP Round,X-Exo,4428,608,29
724,Intermediate4,Night,20053,RF,NTW-20 Mod,200,1,10,10,Exclusive,Optical,Camo Cloak,7703,577,30
724,Intermediate4,Night,20252,RF,KSVK Mod,200,1,8,10,Exclusive,Optical,Camo Cloak,7473,560,31
724,Intermediate4,Night,20037,RF,M14 Mod,200,1,10,10,AP Round,Exclusive,Camo Cloak,7348,551,32
724,Intermediate4,Night,20095,RF,Type88 Mod,200,1,10,10,Exclusive,Exclusive,Camo Cloak,7093,531,33
724,Intermediate4,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6907,518,34
724,Intermediate4,Night,198,RF,Carcano M91/38,150,1,10,0,AP Round,Optical,Camo Cloak,6772,507,35
724,Intermediate4,Night,1017,HG,Jill Stingray,100,0,10,0,Silencer,Exclusive,X-Exo,3655,502,36
724,Intermediate4,Night,188,SG,S.A.T.8,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7892,493,37
724,Intermediate4,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6481,486,38
724,Intermediate4,Night,296,RF,Gr SL8,150,1,10,0,AP Round,Optical,Camo Cloak,6462,484,39
724,Intermediate4,Night,261,RF,QBU-88,93.5831,0,8,0,AP Round,Optical,Camo Cloak,6427,482,40
724,Intermediate4,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6384,478,41
724,Intermediate4,Night,282,SG,DP-12,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7561,472,42
724,Intermediate4,Night,50,RF,Lee Enfield,100,0,10,0,AP Round,Exclusive,Camo Cloak,6293,471,43
724,Intermediate4,Night,257,RF,M200,100,0,10,0,AP Round,Optical,Camo Cloak,6238,467,44
724,Intermediate4,Night,1031,RF,Pekola,53.7941,0,10,0,AP Round,Optical,Exclusive,6158,461,45
724,Intermediate4,Night,20154,SG,M500 Mod,100,0,1,10,Armor Plate,Buckshot Shell,Holographic,7187,449,46
724,Intermediate4,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7099,443,47
724,Intermediate4,Night,197,RF,Carcano M1891,100,0,10,0,AP Round,Optical,Camo Cloak,5900,442,48
724,Intermediate4,Night,148,RF,IWS 2000,100,0,6,0,AP Round,Optical,Camo Cloak,5769,432,49
724,Intermediate4,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,6893,430,50
724,Intermediate4,Night,292,MG,RPK-16,150,1,10,0,AP Round,Optical,Ammo Box,8933,334,51
724,Intermediate4,Night,164,SG,FP-6,100,0,3,0,Armor Plate,Buckshot Shell,Holographic,5295,330,52
724,Intermediate4,Night,1025,SG,Triela,100,0,4,0,Armor Plate,Exclusive,Holographic,5064,316,53
724,Intermediate4,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Slug Shell,Optical,4874,304,54
724,Intermediate4,Night,253,MG,Lewis,95.5817,0,8,0,AP Round,Optical,Ammo Box,8115,304,55
724,Intermediate4,Night,229,SG,M870,100,0,10,0,Armor Plate,Slug Shell,Optical,4601,287,56
724,Intermediate4,Night,156,SG,Super-Shorty,100,0,1,0,Armor Plate,Slug Shell,Optical,4050,253,57
724,Intermediate4,Night,1029,AR,Agent 416,150,1,8,0,Optical,Exclusive,X-Exo,1067,146,58
724,Intermediate4,Night,159,SG,RMB-93,50,0,4,0,Armor Plate,Slug Shell,Optical,1602,100,59
724,Intermediate4,Night,326,SG,512,50,0,1,0,Armor Plate,Slug Shell,Optical,878,54,60
724,Intermediate4,Night,163,SG,AA-12,90.4488,0,4,0,Armor Plate,Exclusive,Optical,579,36,61
724,Intermediate4,Night,160,SG,Saiga-12,50,0,4,0,Armor Plate,Buckshot Shell,Optical,363,22,62
724,Intermediate4,Night,152,SG,M1897,50,0,1,0,Armor Plate,Buckshot Shell,Optical,323,20,63
728,Intermediate8,Night,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Red Dot,7291,911,1
728,Intermediate8,Night,183,HG,Contender,100,0,10,0,Silencer,AP Round,T-Exo,4437,887,2
728,Intermediate8,Night,20097,HG,M950A Mod,100,0,10,10,Silencer,HP Round,X-Exo,4263,852,3
728,Intermediate8,Night,20026,SMG,Gr MP5 Mod,100,0,10,10,Exclusive,HP Round,Red Dot,6555,819,4
728,Intermediate8,Night,16,SMG,Thompson,150,1,10,0,T-Exo,HP Round,Red Dot,6481,810,5
728,Intermediate8,Night,228,SMG,100 Shiki,100,0,10,0,T-Exo,HP Round,Exclusive,6468,808,6
728,Intermediate8,Night,20103,SMG,UMP45 Mod,100,0,10,8,Exclusive,HP Round,Red Dot,6437,804,7
728,Intermediate8,Night,188,SG,S.A.T.8,100,0,10,0,Armor Plate,Buckshot Shell,Red Dot,8040,804,8
728,Intermediate8,Night,20001,HG,SAA Mod,95.2197,0,10,10,Exclusive,HP Round,T-Exo,3991,798,9
728,Intermediate8,Night,245,SMG,P90,100,0,10,0,T-Exo,HP Round,Red Dot,6382,797,10
728,Intermediate8,Night,143,SMG,RO635,150,1,10,0,T-Exo,HP Round,Holographic,6190,773,11
728,Intermediate8,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,773,12
728,Intermediate8,Night,126,HG,NZ75,100,0,10,0,Exclusive,HP Round,X-Exo,3854,770,13
728,Intermediate8,Night,282,SG,DP-12,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7561,756,14
728,Intermediate8,Night,127,SMG,Type79,100,0,4,0,T-Exo,Exclusive,Holographic,5978,747,15
728,Intermediate8,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,743,16
728,Intermediate8,Night,1017,HG,Jill Stingray,100,0,10,0,Silencer,Exclusive,T-Exo,3686,737,17
728,Intermediate8,Night,20154,SG,M500 Mod,100,0,1,10,Armor Plate,Buckshot Shell,Holographic,7187,718,18
728,Intermediate8,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,7099,709,19
728,Intermediate8,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,6893,689,20
728,Intermediate8,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5417,677,21
728,Intermediate8,Night,164,SG,FP-6,100,0,3,0,Armor Plate,Buckshot Shell,Holographic,5295,635,22
728,Intermediate8,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Buckshot Shell,Holographic,5053,606,23
728,Intermediate8,Night,54,AR,M16A1,100,0,10,0,HV Round,Armor Plate,Exclusive,6668,583,24
728,Intermediate8,Night,20053,RF,NTW-20 Mod,200,1,10,10,Exclusive,Optical,Camo Cloak,7703,577,25
728,Intermediate8,Night,20252,RF,KSVK Mod,200,1,8,10,Exclusive,Optical,Camo Cloak,7473,560,26
728,Intermediate8,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Optical,Exclusive,6316,552,27
728,Intermediate8,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,6304,551,28
728,Intermediate8,Night,20037,RF,M14 Mod,200,1,10,10,AP Round,Exclusive,Camo Cloak,7348,551,29
728,Intermediate8,Night,20065,AR,416 Mod,150,1,10,10,Exclusive,HV Round,T-Exo,6293,550,30
728,Intermediate8,Night,1027,AR,Angelica,100,0,8,0,Optical,HV Round,Exclusive,6146,537,31
728,Intermediate8,Night,20095,RF,Type88 Mod,200,1,10,10,Exclusive,Exclusive,Camo Cloak,7093,531,32
728,Intermediate8,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6907,518,33
728,Intermediate8,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,513,34
728,Intermediate8,Night,205,AR,AN-94,150,1,10,0,Optical,HV Round,T-Exo,5867,513,35
728,Intermediate8,Night,198,RF,Carcano M91/38,150,1,10,0,AP Round,Optical,Camo Cloak,6772,507,36
728,Intermediate8,Night,1025,SG,Triela,100,0,4,0,Armor Plate,Exclusive,Holographic,5064,506,37
728,Intermediate8,Night,206,AR,AK-12,100,0,10,0,Optical,HV Round,T-Exo,5708,499,38
728,Intermediate8,Night,122,AR,Gr G11,150,1,10,0,Optical,HV Round,T-Exo,5629,492,39
728,Intermediate8,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6481,486,40
728,Intermediate8,Night,236,AR,K11,100,0,10,0,Optical,HV Round,T-Exo,5545,485,41
728,Intermediate8,Night,296,RF,Gr SL8,150,1,10,0,AP Round,Optical,Camo Cloak,6462,484,42
728,Intermediate8,Night,261,RF,QBU-88,93.5831,0,8,0,AP Round,Optical,Camo Cloak,6427,482,43
728,Intermediate8,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6384,478,44
728,Intermediate8,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,HV Round,X-Exo,5456,477,45
728,Intermediate8,Night,229,SG,M870,100,0,10,0,Armor Plate,Buckshot Shell,Holographic,4757,475,46
728,Intermediate8,Night,129,AR,Type95,100,0,10,0,Exclusive,HV Round,X-Exo,5396,472,47
728,Intermediate8,Night,50,RF,Lee Enfield,100,0,10,0,AP Round,Exclusive,Camo Cloak,6293,471,48
728,Intermediate8,Night,257,RF,M200,100,0,10,0,AP Round,Optical,Camo Cloak,6238,467,49
728,Intermediate8,Night,196,AR,Zas M21,100,0,10,0,Optical,HV Round,X-Exo,5269,461,50
728,Intermediate8,Night,1031,RF,Pekola,53.7941,0,10,0,AP Round,Optical,Exclusive,6158,461,51
728,Intermediate8,Night,106,AR,FAL,100,0,10,0,Optical,HV Round,X-Exo,5246,459,52
728,Intermediate8,Night,197,RF,Carcano M1891,100,0,10,0,AP Round,Optical,Camo Cloak,5900,442,53
728,Intermediate8,Night,148,RF,IWS 2000,100,0,6,0,AP Round,Optical,Camo Cloak,5769,432,54
728,Intermediate8,Night,156,SG,Super-Shorty,100,0,1,0,Armor Plate,Buckshot Shell,Holographic,4240,424,55
728,Intermediate8,Night,292,MG,RPK-16,150,1,10,0,AP Round,Optical,Ammo Box,8933,334,56
728,Intermediate8,Night,253,MG,Lewis,95.5817,0,8,0,AP Round,Optical,Ammo Box,8115,304,57
728,Intermediate8,Night,159,SG,RMB-93,50,0,4,0,Armor Plate,Buckshot Shell,Holographic,1680,168,58
728,Intermediate8,Night,1029,AR,Agent 416,150,1,8,0,Optical,Exclusive,X-Exo,1067,93,59
728,Intermediate8,Night,326,SG,512,50,0,1,0,Armor Plate,Slug Shell,Optical,878,87,60
728,Intermediate8,Night,163,SG,AA-12,90.4488,0,4,0,Armor Plate,Exclusive,Optical,579,57,61
728,Intermediate8,Night,160,SG,Saiga-12,50,0,4,0,Armor Plate,Slug Shell,Optical,413,41,62
