ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
33628483,149,MG,★★★★,AEK-999,6,1900,0,0,x1,,87,87,39,7,7,85,4,0,10,5,1,0,,,,100,,,Locked
34732822,181,AR,★★★★★,T91,80,1239000,0,0,x4,,444,444,45,37,38,71,10,0,0,20,2,0,,,,52,,,Locked
35100207,1001,HG,★★★★★,Noel,10,4560,0,0,x1,,33,33,18,14,18,46,15,0,0,20,1,0,,,,100,,,Locked
35999700,134,AR,★★★,AR70,5,1200,0,0,x1,,58,58,20,8,7,49,10,0,0,20,1,0,,,,50,,,Locked
37442469,135,SMG,★★★★★,SR-3MP,59,393282,0,0,x3,,462,462,26,9,47,80,12,0,0,5,3,0,,,,100,,,Locked
37848301,128,RF,★★★★★,M99,70,705000,0,0,x4,,300,300,126,59,24,29,7,0,0,40,1,0,,,,55,,,Locked
38929235,172,AR,★★★★★,Am RFB,64,535740,0,0,x3,,258,258,55,49,35,47,10,0,0,30,5,0,,,,100,,,Locked
39209907,79,MG,★★★,FF M249SAW,1,0,0,0,x1,,79,79,26,4,4,90,4,0,8,5,1,0,,,,55,,,Locked
40210485,151,SG,★★★★★,M1887,1,0,0,0,x1,,138,138,14,2,2,15,6,3,4,40,1,0,,,,50,,,Locked
41794199,50,RF,★★★★★,Lee Enfield,90,2042475,0,0,x5,,380,380,133,75,38,34,7,0,0,40,8,0,,,,100,,,Locked
42830730,73,AR,★★★★★,AUG,33,62879,0,0,x3,,243,243,33,25,20,58,10,0,0,30,3,0,,,,94,,,Locked
43200680,53,RF,★★★★★,NTW-20,1,0,0,0,x1,,47,47,56,9,4,20,7,0,0,40,1,0,,,,60,,,Locked
43271025,156,SG,★★★★,Super-Shorty,90,1977000,0,0,x5,,1150,1150,27,13,17,29,6,18,3,40,4,0,,,,61,,,Locked
44106372,48,RF,★★★★★,WA2000,1,0,0,0,x1,,44,44,47,10,4,26,7,0,0,40,1,0,,,,55,,,
44304974,36,RF,★★★★,Springfield,1,0,0,0,x1,,42,42,45,9,5,21,7,0,0,40,1,0,,,,50,,,Locked
44367331,148,RF,★★★★★,IWS 2000,71,778748,0,0,x4,,304,304,138,61,24,29,7,0,0,40,5,0,,,,100,,,Locked
44413795,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,,,,100,,,Locked
44736182,36,RF,★★★★,Springfield,1,0,0,0,x1,,42,42,45,9,5,21,7,0,0,40,1,0,,,,55,,,
44736418,257,RF,★★★★★,M200,94,2557370,0,0,x5,,430,430,146,96,32,33,7,0,0,40,10,0,,,,100,,,Locked
47087031,174,RF,★★★,Type81R,1,0,0,0,x1,,38,38,43,10,5,21,7,0,0,40,1,0,,,,50,,,
47697404,189,SG,★★★★,USAS-12,70,739000,0,0,x4,,884,884,24,8,8,33,6,16,5,40,3,0,,,,82,,,Locked
51033039,216,AR,★★★★,XM8,1,0,0,0,x1,,54,54,18,6,6,54,10,0,0,20,1,0,,,,50,,,Locked
51408531,249,MG,★★★,62 Shiki,1,0,0,0,x1,,85,85,32,4,4,83,4,0,9,5,1,0,,,,60,,,Locked
52558311,177,SMG,★★★★,KLIN,1,0,0,0,x1,,96,96,10,2,11,68,12,0,0,5,1,0,,,,60,,,Locked
52699976,179,RF,★★★★★,Gd DSR-50,1,0,0,0,x1,,41,41,53,10,4,20,7,0,0,40,1,0,,,,50,,,Locked
54364345,119,AR,★★★★★,OTs-14,96,2767271,0,0,x5,,540,540,51,55,55,74,10,0,0,20,6,0,,,,100,,,Locked
54718614,190,SG,★★★,NS2000,1,0,0,0,x1,,127,127,13,2,2,19,6,3,5,40,1,0,,,,55,,,Locked
56252663,176,SMG,★★★,TMP,1,0,0,0,x1,,75,75,11,2,11,65,12,0,0,5,1,0,,,,60,,,Locked
56252962,228,SMG,★★★★★,100 Shiki,70,705000,0,0,x4,,720,720,26,12,53,69,12,0,0,5,6,0,,,,90,,,Locked
57470965,136,SMG,★★★★,PP-19,1,0,0,0,x1,,88,88,10,2,10,63,12,0,0,5,1,0,,,,50,,,Locked
57732468,185,MG,★★★★,Ameli,21,21000,0,0,x2,,170,170,38,11,13,105,4,0,8,5,1,0,,,,85,,,Locked
59196241,215,AR,★★★★★,MDR,50,227190,0,0,x2,,178,178,40,30,25,64,10,0,0,20,2,0,,,,100,,,Locked
59788130,243,AR,★★★★★,64 Shiki,59,391287,0,0,x3,,297,297,51,41,30,53,10,0,0,20,2,0,,,,100,,,Locked
60406202,222,RF,★★★★★,TAC-50,1,0,0,0,x1,,44,44,52,10,4,21,7,0,0,40,1,0,,,,50,,,Locked
61659310,113,HG,★★★,Serdyukov,1,0,0,0,x1,,35,35,12,8,9,40,15,0,0,20,1,0,,,,55,,,Locked
64492805,146,RF,★★★★,Gr G28,1,0,0,0,x1,,44,44,43,10,4,26,7,0,0,40,1,0,,,,55,,,Locked
64602774,170,AR,★★★,ASh-12.7,1,0,0,0,x1,,55,55,22,5,4,39,10,0,0,20,1,0,,,,50,,,Locked
64653813,142,HG,★★★★★,Five-seven,97,2949042,0,0,x5,,310,310,33,58,99,65,15,0,0,20,8,0,,,,100,,,Locked
66647836,125,MG,★★★★★,Gr MG4,1,0,0,0,x1,,91,91,28,4,4,90,4,0,9,5,1,0,,,,50,,,Locked
68492090,1022,SG,★★★★★,Dana Zane,1,0,0,0,x1,,135,135,15,2,2,18,6,3,1,40,1,0,,,,50,,,Locked
68517947,1017,HG,★★★★★,Jill Stingray,90,2065176,0,0,x5,,380,380,30,52,92,53,15,0,0,20,8,0,,,,100,,,Locked
68561969,163,SG,★★★★★,AA-12,1,0,0,0,x1,,135,135,12,2,2,27,6,3,5,40,1,0,,,,60,,,Locked
68650184,194,AR,★★★★★,K2,90,1976253,0,0,x5,,605,605,50,49,41,76,10,0,0,20,4,0,,,,100,,,Locked
69258615,1021,MG,★★★★★,Alma Armas,30,46402,0,0,x3,,378,378,52,13,10,100,4,0,9,5,2,0,,,,100,,,Locked
69367776,1018,HG,★★★★★,Sei Asagiri,37,82792,0,0,x1,,58,58,19,29,37,43,15,0,0,20,3,0,,,,100,,,Locked
70253771,1019,SMG,★★★★★,Dorothy Haze,1,0,0,0,x1,,88,88,10,2,10,52,12,0,0,5,1,0,,,,50,,,Locked
70927787,201,RF,★★★,Gepard M1,1,0,0,0,x1,,44,44,51,10,4,20,7,0,0,40,1,0,,,,70,,,Locked
71373448,1020,RF,★★★★★,Stella Hoshii,1,0,0,0,x1,,45,45,40,10,4,23,7,0,0,40,1,0,,,,50,,,Locked
71387471,20,SMG,★★★★★,Vector,58,379180,0,0,x3,,438,438,24,8,48,88,12,0,0,5,3,0,,,,100,,,Locked
73795892,245,SMG,★★★★★,P90,100,3263300,-,-,x5,,950,950,32,16,88,93,12,0,0,5,8,0,,,,100,,,Locked
73843013,238,MG,★★★★★,QJY-88,70,705000,0,0,x4,,560,560,73,26,28,113,4,0,10,5,1,0,,,,100,,,Locked
73853164,233,HG,★★★★★,Px4 Storm,98,3056769,0,0,x5,,335,335,36,72,97,56,15,0,0,20,8,0,,,,100,,,Locked
73860911,247,RF,★★★★,K31,30,48000,0,0,x3,,153,153,69,30,15,30,7,0,0,40,3,0,,,,59,,,Locked
73862636,165,SG,★★★★,M1014,1,0,0,0,x1,,138,138,12,2,2,22,6,3,4,40,1,0,,,,60,,,Locked
75084884,211,RF,★★★★★,SRS,1,0,0,0,x1,,44,44,46,10,4,23,7,0,0,40,1,0,,,,50,,,Locked
76515572,182,RF,★★★,wz.29,1,0,0,0,x1,,49,49,43,9,5,22,7,0,0,40,1,0,,,,55,,,Locked
82374015,61,AR,★★★,StG44,20,19000,0,0,x2,,152,152,28,15,12,45,10,0,0,20,1,0,,,,100,,,Locked
82382001,44,RF,★★★,SV-98,35,69400,0,0,x3,,171,171,72,32,13,29,7,0,0,40,1,0,,,,50,,,Locked
82383902,6,HG,★★★,Tokarev,40,107600,0,0,x3,,180,180,20,23,32,42,15,0,0,20,1,0,,,,69,,,Locked
82385878,12,HG,★★★,C96,43,137500,0,0,x3,,177,177,20,21,31,52,15,0,0,20,2,0,,,,62,,,Locked
82388181,75,MG,★★★★,M1918,55,305800,0,0,x3,,366,366,68,19,20,97,4,0,8,5,1,0,,,,60,,,Locked
86550162,36,RF,★★★★,Springfield,70,704400,0,0,x4,,284,284,103,53,30,29,7,0,0,40,1,0,,,,50,,,Locked
87372210,220,HG,★★★,MP-443,1,0,0,0,x1,,35,35,12,7,9,40,15,0,0,20,1,0,,,,50,,,Locked
87695199,204,RF,★★★★★,Ballista,1,0,0,0,x1,,41,41,45,10,4,23,7,0,0,40,1,0,,,,50,,,Locked
88034028,49,RF,★★★,Type56R,1,0,0,0,x1,,47,47,39,9,5,25,7,0,0,40,1,0,,,,50,,,Locked
88320749,28,SMG,★★★★★,Gr MP7,100,3263300,-,-,x5,,990,990,32,14,73,91,12,0,0,5,10,0,,,,100,,,Locked
88352292,208,MG,★★★★★,HMG21,50,223084,0,0,x3,,378,378,66,18,19,113,4,0,10,5,2,0,,,,100,,,Locked
88430865,203,SMG,★★★★,Honey Badger,81,1304716,0,0,x4,,716,716,31,12,54,78,12,0,0,5,8,0,,,,100,,,Locked
88478176,206,AR,★★★★★,AK-12,92,2314950,0,0,x5,,530,530,56,60,52,76,10,0,0,20,10,0,,,,100,,,Locked
88888029,172,AR,★★★★★,Am RFB,1,0,0,0,x1,,53,53,22,7,5,34,10,0,0,30,1,0,,,,50,,,
92683606,233,HG,★★★★★,Px4 Storm,94,2537670,0,0,x5,,330,330,36,70,93,56,15,0,0,20,7,0,,,,100,,,Locked
93582234,152,SG,★★★,M1897,30,47480,0,0,x3,,492,492,21,6,6,21,6,8,4,40,5,0,,,,100,,,Locked
94584703,157,SG,★★★★★,Am KSG,1,0,0,0,x1,,127,127,12,2,2,21,6,3,5,40,1,0,,,,50,,,Locked
95367292,213,SMG,★★★★★,C-MS,57,361118,0,0,x1,,145,145,26,11,50,75,12,0,0,5,4,0,,,,100,,,Locked
97660441,230,RF,★★★,OBR,36,79392,0,0,x3,,165,165,73,37,15,30,7,0,0,40,1,0,,,,100,,,Locked
99453321,157,SG,★★★★★,Am KSG,1,0,0,0,x1,,127,127,12,2,2,21,6,3,5,40,1,0,,,,50,,,
101978723,225,SMG,★★★★,Cx4 Storm,1,0,0,0,x1,,90,90,13,2,10,44,12,0,0,5,1,0,,,,50,,,Locked
103928790,163,SG,★★★★★,AA-12,1,0,0,0,x1,,135,135,12,2,2,27,6,3,5,40,1,0,,,,50,,,
105073242,231,RF,★★★★★,M82A1,1,0,0,0,x1,,44,44,54,9,4,22,7,0,0,40,1,0,,,,50,,,Locked
106326562,53,RF,★★★★★,NTW-20,1,0,0,0,x1,,47,47,56,9,4,20,7,0,0,40,1,0,,,,50,,,
106328180,231,RF,★★★★★,M82A1,1,0,0,0,x1,,44,44,54,9,4,22,7,0,0,40,1,0,,,,50,,,
107380728,270,RF,★★★★,4 Shiki,90,1975503,0,0,x5,,400,400,111,71,35,38,7,0,0,40,6,0,,,,100,,,Locked
107870731,256,RF,★★★,Falcon,1,0,0,0,x1,,44,44,54,10,5,22,7,0,0,40,1,0,,,,90,,,Locked
107933455,261,RF,★★★★★,QBU-88,70,705875,0,0,x4,,284,284,107,68,32,37,7,0,0,40,6,0,,,,100,,,Locked
107934028,269,HG,★★★★,Gr P30,18,16750,0,0,x1,,41,41,16,18,24,40,15,0,0,20,1,0,,,,76,,,Locked
110821756,221,HG,★★★,GSh-18,70,705000,0,0,x4,,236,236,27,36,64,47,15,0,0,20,1,0,,,,60,,,Locked
111541478,234,SMG,★★★★★,JS 9,90,1976074,0,0,x5,,855,855,27,15,83,86,12,0,0,5,3,0,,,,100,,,Locked
113093350,1009,HG,★★★★★,El Clear,30,47500,0,0,x3,,129,129,16,23,33,46,15,0,0,20,1,0,,,,65,,,Locked
113185056,1010,HG,★★★★★,El Fail,39,99120,0,0,x1,,46,46,19,30,42,48,15,0,0,20,1,0,,,,100,,,Locked
114719359,160,SG,★★★★★,Saiga-12,90,1999440,0,0,x5,,1255,1255,30,12,11,34,6,21,5,40,3,0,,,,100,,,Locked
116319987,202,HG,★★★★,Thunder,70,705000,0,0,x4,,292,292,37,42,44,33,15,0,0,40,3,0,,,,55,,,Locked
117384644,266,RF,★★★★★,R93,91,2136323,0,0,x5,,390,390,132,94,34,38,7,0,0,40,10,0,,,,100,,,Locked
123602787,214,AR,★★★★★,ADS,1,0,0,0,x1,,61,61,16,6,5,50,10,0,0,20,1,0,,,,50,,,Locked
124686757,253,MG,★★★★★,Lewis,91,2160470,0,0,x5,,910,910,101,30,30,113,4,0,10,5,5,0,,,,100,,,Locked
124829453,223,AR,★★★,Model L,1,0,0,0,x1,,55,55,19,6,6,50,10,0,0,20,1,0,,,,50,,,
126104532,260,HG,★★★★★,PA-15,1,0,0,0,x1,,35,35,12,8,9,42,15,0,0,20,1,0,,,,50,,,Locked
126603547,250,HG,★★★★★,HS2000,1,0,0,0,x1,,36,36,12,8,11,42,15,0,0,20,10,0,,,,50,,,
131100199,260,HG,★★★★★,PA-15,1,0,0,0,x1,,35,35,12,8,9,42,15,0,0,20,1,0,,,,50,,,
132526499,286,SMG,★★★★,K-PDW,70,705000,0,0,x4,,612,612,27,10,53,74,12,0,0,5,1,0,,,,50,,,Locked
133712463,178,SMG,★★★,F1,1,0,0,0,x1,,106,106,10,2,8,54,12,0,0,5,1,0,,,,55,,,Locked
134857761,1023,SMG,★★★★★,Henrietta,25,32000,0,0,x2,,238,238,17,7,31,71,12,0,0,5,6,0,,,,100,,,Locked
135325870,1024,RF,★★★★★,Rico,100,3263300,-,-,x5,,400,400,137,84,35,37,7,0,0,40,10,0,,,,100,,,Locked
136505858,1027,AR,★★★★★,Angelica,1,0,0,0,x1,,61,61,19,7,6,50,10,0,0,30,1,0,,,,50,,,Locked
136589868,1025,SG,★★★★★,Triela,1,0,0,0,x1,,127,127,14,2,2,18,6,3,4,40,1,0,,,,50,,,Locked
136993142,1026,MG,★★★★★,Claes,1,0,0,0,x1,,79,79,26,4,4,90,4,0,8,5,1,0,,,,50,,,Locked
137211277,1027,AR,★★★★★,Angelica,1,0,0,0,x1,,61,61,19,7,6,50,10,0,0,30,1,0,,,,50,,,Locked
137211671,224,SMG,★★★★★,PM-06,1,0,0,0,x1,,96,96,11,2,10,57,12,0,0,5,1,0,,,,50,,,Locked
139749856,164,SG,★★★★★,FP-6,1,0,0,0,x1,,130,130,13,2,2,20,6,3,4,40,1,0,,,,50,,,
139757376,275,MG,★★★★,M1895 CB,9,4000,0,0,x1,,103,103,39,6,5,94,4,0,10,5,1,0,,,,81,,,Locked
140323546,274,AR,★★★★★,ACR,1,0,0,0,x1,,58,58,18,6,6,50,10,0,0,30,1,0,,,,50,,,Locked
140988090,164,SG,★★★★★,FP-6,1,0,0,0,x1,,130,130,13,2,2,20,6,3,4,40,1,0,,,,50,,,
141161838,164,SG,★★★★★,FP-6,1,0,0,0,x1,,130,130,13,2,2,20,6,3,4,40,1,0,,,,50,,,
141748203,165,SG,★★★★,M1014,1,0,0,0,x1,,138,138,12,2,2,22,6,3,4,40,1,0,,,,50,,,
142259880,272,HG,★★★★★,Desert Eagle,9,4000,0,0,x1,,40,40,17,12,13,38,15,0,0,40,1,0,,,,88,,,Locked
142261378,285,HG,★★★★★,C-93,1,0,0,0,x1,,32,32,12,8,12,43,15,0,0,20,1,0,,,,50,,,Locked
142335073,284,RF,★★★,Zas M76,1,0,0,0,x1,,42,42,40,10,5,25,7,0,0,40,1,0,,,,55,,,Locked
143784099,154,SG,★★★,M500,1,0,0,0,x1,,132,132,13,2,2,21,6,3,4,40,1,0,,,,50,,,
144399675,188,SG,★★★★★,S.A.T.8,1,0,0,0,x1,,141,141,12,2,2,24,6,3,4,40,1,0,,,,50,,,
144524106,153,SG,★★★★,M37,1,0,0,0,x1,,127,127,14,2,2,19,6,3,4,40,1,0,,,,50,,,
145108249,288,AR,★★★★,CR-21,70,705000,0,0,x4,,376,376,39,39,32,73,10,0,0,20,1,0,,,,50,,,Locked
145789598,1028,SMG,★★★★★,Agent Vector,91,2121409,0,0,x5,,885,885,30,11,69,98,12,0,0,5,10,0,,,,100,,,Locked
146024955,1029,AR,★★★★★,Agent 416,91,2179005,0,0,x5,,580,580,51,46,44,74,10,0,0,20,10,0,,,,100,,,Locked
146816867,20,SMG,★★★★★,Vector,1,0,0,0,x1,,93,93,12,2,10,71,12,0,0,5,1,0,,,,50,,,
147878647,299,SG,★★★,HSM10,1,0,0,0,x1,,124,124,13,2,2,19,6,3,4,40,1,0,,,,50,,,Locked
150052027,206,AR,★★★★★,AK-12,1,0,0,0,x1,,55,55,18,7,6,50,10,0,0,20,1,0,,,,50,,,
150052069,306,AR,★★★★★,AK-Alfa,1,0,0,0,x1,,58,58,19,6,6,49,10,0,0,20,1,0,,,,50,,,Locked
150052341,257,RF,★★★★★,M200,1,0,0,0,x1,,44,44,49,11,4,22,7,0,0,40,1,0,,,,50,,,
