ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
24198556,99,Exclusive,★★★★★,Inherited Case,112432058,M4A1 Mod,20,-,-,-,20,-,-,-,15,-,-,-,-,-,30000,10,6,Locked
24279044,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,34%,-,-,-,-,-,-,-,4075,7,3,Locked
24406516,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,18,Locked
24434361,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,2801,6,1,Locked
24606770,58,X-Exo,★★★★★,IOP X4 Exoskeleton,125969455,HS2000,-,-,13,-,-,-,-,-,-,-,-,-,-,-,2225,5,1,Locked
24680881,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,10,-,-,-,-,17%,-,-,-,-,-,-,-,-,3301,6,4,Locked
24714183,59,Exclusive,★★★★★,National Match-Grade Armor-Piercing Ammo,-,-,-,-,-,-,4,-,-,123,-,-,-,-,-,-,0,0,0,Locked
24827648,161,Exclusive,★★★★★,Advanced Infantry Sight,-,-,2,-,-,-,-,-,32%,-,-,-,-,-,-,-,6001,5,1,Locked
24844902,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,145461831,Kord,-,-,-2,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
24858684,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,156,-,-,-,-,-,-,4100,7,2,Locked
24990550,66,Silencer,★★★★★,AC4 Suppressor,115036991,UMP45 Mod,-,-,9,-,-,-,15%,-,-,-,-,-,-,-,3150,6,2,Locked
25049937,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,0,0,2,Locked
25057768,66,Silencer,★★★★★,AC4 Suppressor,156172705,Webley,-,-,7,-,-,-,16%,-,-,-,-,-,-,-,4151,7,1,Locked
25057788,182,Exclusive,★★★★★,S&B762,-,-,14,-,-,-,-4,-,-,-,-,-,-,-,-,-,2301,3,0,Locked
25173658,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
25228969,44,Armor Plate,★★★★★,Type 3 Armor Plate,156231028,DP-12,-,-,-2,-,-,-,-,-,10,-,-,-,-,-,10000,10,0,Locked
25488901,40,T-Exo,★★★★★,IOP T4 Exoskeleton,115036991,UMP45 Mod,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,16,Locked
25544012,32,HV Round,★★★★★,APCR High-Velocity Ammo,128671275,AN-94,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,4,Locked
25611892,58,X-Exo,★★★★★,IOP X4 Exoskeleton,142621102,Desert Eagle,-,-,15,-,-,-,-,-,-,-,-,-,-,-,4200,7,1,Locked
25637031,32,HV Round,★★★★★,APCR High-Velocity Ammo,112552137,Gr G41,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,12,Locked
25733916,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93%,-,0,0,0,Locked
25750309,4,Optical,★★★★★,VFL 6-24X56,132444084,AS Val Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,4,Locked
25810371,66,Silencer,★★★★★,AC4 Suppressor,142712508,P22,-,-,9,-,-,-,16%,-,-,-,-,-,-,-,3500,6,4,Locked
25926521,4,Optical,★★★★★,VFL 6-24X56,115036966,Gr G11 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,7,Locked
25952624,40,T-Exo,★★★★★,IOP T4 Exoskeleton,152764113,Gr G36c,-8,-,32,-,-,-,-,-,-,-,-,-,-,-,4025,7,2,Locked
25999401,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,112620920,Kar98k,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,12,Locked
26115379,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
26122769,32,HV Round,★★★★★,APCR High-Velocity Ammo,114646662,Am RFB,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,8,Locked
26126718,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,118688876,Lee Enfield,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,11,Locked
26139900,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,118954464,Carcano M91/38,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,9,Locked
26145542,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,1900,5,1,Locked
26146352,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97%,-,0,0,3,Locked
26180141,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,4100,7,11,Locked
26180859,32,HV Round,★★★★★,APCR High-Velocity Ammo,140221508,416 Mod,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,12,Locked
26185947,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91%,-,0,0,0,Locked
26189208,32,HV Round,★★★★★,APCR High-Velocity Ammo,112325084,FF FNC,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,6,Locked
26190058,32,HV Round,★★★★★,APCR High-Velocity Ammo,112312323,OTs-12,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7625,9,6,Locked
26191774,32,HV Round,★★★★★,APCR High-Velocity Ammo,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7600,9,6,Locked
26193876,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96%,-,0,0,1,Locked
26193878,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,132793047,NTW-20 Mod,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,6,Locked
26193981,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,114299460,4 Shiki,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,9,Locked
26193982,66,Silencer,★★★★★,AC4 Suppressor,112302830,M1895 Mod,-,-,7,-,-,-,17%,-,-,-,-,-,-,-,4075,7,0,Locked
26426587,40,T-Exo,★★★★★,IOP T4 Exoskeleton,125070580,Contender,-8,-,32,-,-,-,-,-,-,-,-,-,-,-,4025,7,2,Locked
26461344,62,Exclusive,★★★★★,GSG UX Exoskeleton,112772804,Gr MP5 Mod,-8,-,58,-,-,-,-,-,-,-,-,-,-,-,30000,10,18,Locked
26524893,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
26565851,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
26589615,40,T-Exo,★★★★★,IOP T4 Exoskeleton,156172705,Webley,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,4,Locked
26619164,4,Optical,★★★★★,VFL 6-24X56,112699170,ST AR-15 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,6,Locked
26620013,44,Armor Plate,★★★★★,Type 3 Armor Plate,142621197,S.A.T.8,-,-,-2,-,-,-,-,-,11,-,-,-,-,-,10000,10,4,Locked
26636970,44,Armor Plate,★★★★★,Type 3 Armor Plate,-,-,-,-,-3,-,-,-,-,-,10,-,-,-,-,-,4100,7,1,Locked
26686186,4,Optical,★★★★★,VFL 6-24X56,114415602,Ribeyrolles,-,-,-,-,-,-,34%,-,-,-,-,-,-,-,2850,6,4,Locked
26706084,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,31%,-,-,-,-,-,-,-,2000,5,7,Locked
26730167,184,Exclusive,★★★★★,Fairy Tale Picture Books,-,-,11,-,11,-,-,-,-,-,-,-,-,-,-,-,5676,5,2,Locked
26740126,66,Silencer,★★★★★,AC4 Suppressor,123977572,C-MS,-,-,6,-,-,-,12%,-,-,-,-,-,-,-,0,0,0,Locked
26746669,183,Exclusive,★★★★★,Duelling Cards,138255184,Rico,-,-,-,-3,-,45%,-,-,-,-,-,-,-,-,30000,10,7,Locked
26958857,58,X-Exo,★★★★★,IOP X4 Exoskeleton,151854586,GSh-18 Mod,-,-,13,-,-,-,-,-,-,-,-,-,-,-,1301,4,0,Locked
26973230,187,Exclusive,★★★★★,Antique Kaleidoscope,-,-,-,1,6,-,-,-,13%,-,-,-,-,-,-,-,1,0,0,Locked
26973233,186,Exclusive,★★★★★,Bayonet,-,-,7,-,-,-,-,12%,12%,-,-,-,-,-,-,-,1,0,0,Locked
27009805,185,Exclusive,★★★★★,Spectacles,-,-,3,1,-,-,-,-,21%,-,-,-,-,-,-,-,1,0,0,Locked
27009829,40,T-Exo,★★★★★,IOP T4 Exoskeleton,140997743,M950A Mod,-8,-,32,-,-,-,-,-,-,-,-,-,-,-,4425,7,3,Locked
27011896,189,Exclusive,★★★★★,Wristwatch,-,-,3,1,-,-,-,-,20%,-,-,-,-,-,-,-,1,0,0,Locked
27027531,188,Exclusive,★★★★★,Meteorite,-,-,3,1,-,-,-,-,22%,-,-,-,-,-,-,-,1,0,0,Locked
27059963,135,Exclusive,★★★★★,SP6 Subsonic Ammo,132444084,AS Val Mod,22,-,-,-,-,-,-,-,-,-,-,-,-,-,16826,8,3,Locked
27097902,110,HV Round,★★★★★,16Lab High-Velocity Ammo,115036966,Gr G11 Mod,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
27104035,95,HP Round,★★★★★,16Lab Hollow-Point,142621102,Desert Eagle,14,-,-,-,-,-,-,-7,-,-,-,-,-,-,5676,8,0,Locked
27194139,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,0,0,2,Locked
27194206,66,Silencer,★★★★★,AC4 Suppressor,125969455,HS2000,-,-,6,-,-,-,13%,-,-,-,-,-,-,-,0,0,0,Locked
27429720,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,157523999,RPK-16,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
27429791,40,T-Exo,★★★★★,IOP T4 Exoskeleton,142712508,P22,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,3,Locked
27440273,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
27481735,58,X-Exo,★★★★★,IOP X4 Exoskeleton,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,0,0,0,Locked
27495541,66,Silencer,★★★★★,AC4 Suppressor,113102800,SAA Mod,-,-,8,-,-,-,14%,-,-,-,-,-,-,-,0,0,2,Locked
27531129,40,T-Exo,★★★★★,IOP T4 Exoskeleton,113102800,SAA Mod,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,3,Locked
27531131,40,T-Exo,★★★★★,IOP T4 Exoskeleton,112302830,M1895 Mod,-7,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,7,Locked
27531132,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,126586603,Lewis,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
27582141,4,Optical,★★★★★,VFL 6-24X56,112432058,M4A1 Mod,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,10000,10,15,Locked
27609417,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,142559169,M1895 CB,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
27668585,66,Silencer,★★★★★,AC4 Suppressor,113561181,RO635 Mod,-,-,6,-,-,-,12%,-,-,-,-,-,-,-,0,0,0,Locked
27703187,32,HV Round,★★★★★,APCR High-Velocity Ammo,112549959,M4 SOPMOD II Mod,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7625,9,6,Locked
27705429,40,T-Exo,★★★★★,IOP T4 Exoskeleton,113007085,Gr Mk23,-8,-,32,-,-,-,-,-,-,-,-,-,-,-,4075,7,7,Locked
27716210,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,118688876,Lee Enfield,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,4,Locked
27794606,32,HV Round,★★★★★,APCR High-Velocity Ammo,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7675,9,2,Locked
27880677,40,T-Exo,★★★★★,IOP T4 Exoskeleton,121530355,Px4 Storm,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,12,Locked
27880678,40,T-Exo,★★★★★,IOP T4 Exoskeleton,153218651,Stechkin Mod,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,2,Locked
27893815,40,T-Exo,★★★★★,IOP T4 Exoskeleton,161776970,Lusa,-8,-,32,-,-,-,-,-,-,-,-,-,-,-,4050,7,6,Locked
27974164,68,Ammo Box,★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,1,Locked
27987844,32,HV Round,★★★★★,APCR High-Velocity Ammo,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7600,9,6,Locked
27988330,169,Exclusive,★★★★★,Am RFB Quad Rail,114646662,Am RFB,-,-,-,-,-,18%,48%,-,-,-,-,-,-,-,30000,10,13,Locked
28063320,160,Exclusive,★★★★★,No32 MKI,118688876,Lee Enfield,-,-,-,-,4,-,48%,-,-,-,-,-,-,-,30000,10,0,Locked
28155400,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
28256923,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,31%,-,-,-,-,-,-,-,1900,5,0,Locked
28259583,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,32%,-,-,-,-,-,-,-,1900,5,1,Locked
28327922,168,Exclusive,★★★★★,Folding Stock,-,-,-,-,13,-,-,-,13%,-,-,-,-,-,-,-,1,0,0,Locked
28358972,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95%,-,1,0,1,Locked
28378120,76,Buckshot Shell,★★★★★,#000 Buckshot,-,-,9,-,-,-,-,13%,-,-,-,-,-,-,-,-,800,3,0,Locked
28409034,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,4100,7,8,Locked
28426957,32,HV Round,★★★★★,APCR High-Velocity Ammo,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7600,9,4,Locked
28443600,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
28545737,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,115941844,Mosin-Nagant Mod,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,10,Locked
28612454,106,Exclusive,★★★★★,EOT XPS3,140221508,416 Mod,8,14,-,-,-,-,25%,-,-,-,-,-,-,-,30000,10,16,Locked
28624480,66,Silencer,★★★★★,AC4 Suppressor,124584301,K5,-,-,6,-,-,-,12%,-,-,-,-,-,-,-,0,0,0,Locked
28657119,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99%,-,0,0,0,Locked
28718826,204,Exclusive,★★★★★,416's Go-Bag,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,1,0,0,Locked
28719360,201,Exclusive,★★★★★,Go-Bag "V",148988432,Agent Vector,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
28748379,199,Exclusive,★★★★★,Osprey 45 Silencer,148988432,Agent Vector,-,-,8,-,-,-,15%,-,-,-,-,-,-,-,1,0,0,Locked
28749933,202,Exclusive,★★★★★,ACOG (4X),-,-,-,-,-,-,-,-,24%,-,-,-,-,-,-,-,1,0,0,Locked
28766423,203,Exclusive,★★★★★,556 High-Velocity Ammo (Explosive),-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,0,Locked
28810304,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,-,-,-1,-,-,-,-,-,5,-,-,-,-,-,1000,5,0,Locked
28819606,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95%,-,0,0,3,Locked
28846147,200,Exclusive,★★★★★,.45 Hollow Point Ammo (Incendiary),148988432,Agent Vector,10,-,-,-,-,-,-,-7,-,-,-,-,-,-,1,0,0,Locked
28930147,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,20%,-,-,-,-,-,-,-,0,0,1,Locked
28933250,158,Exclusive,★★★★★,Acceleration Coil,136251345,Type88 Mod,5,-,-,-,-,-,50%,-,-,-,-,-,-,-,30000,10,26,Locked
28943142,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,119298345,R93,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,8,Locked
29030136,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3,-,23%,-,-,-,-,-,-,-,-,5950,8,12,Locked
29084701,66,Silencer,★★★★★,AC4 Suppressor,140997743,M950A Mod,-,-,6,-,-,-,13%,-,-,-,-,-,-,-,0,0,0,Locked
29103577,178,Exclusive,★★★★★,12.7mm 1SL,140505319,KSVK Mod,10,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,16,Locked
29544062,175,Exclusive,★★★★★,BPR4 & SRM6,-,-,3,-,8,-,-,-,26%,-,-,-,-,-,-,-,1401,2,15,Locked
29557306,40,T-Exo,★★★★★,IOP T4 Exoskeleton,127223019,M950A Mod,-8,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,5,Locked
29564886,32,HV Round,★★★★★,APCR High-Velocity Ammo,114415602,Ribeyrolles,19,-,-,-,-,-,-,-,-,-,-,-,-,-,7601,9,5,Locked
29942676,4,Optical,★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,-,23%,-,-,-,-,-,-,-,400,1,0,Locked
30002972,170,Exclusive,★★★★★,20mm HEI,132793047,NTW-20 Mod,10,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,16,Locked
30020911,133,Exclusive,★★★★★,Stechkin Buttstock,-,-,-,1,6,-,-,-,12%,-,-,-,-,-,-,-,0,0,0,Locked
30026414,86,Exclusive,★★★★★,Hayha Memory Chip,115941844,Mosin-Nagant Mod,30,-,3,-,-,30%,-,-,-,-,-,-,-,-,30000,10,22,Locked
30038810,61,Exclusive,★★★★★,Titan Fire-Control Chip,-,-,-2,-,-,-,-5,-,-,-,-,-,-,-,-,5,5700,5,3,Locked
30039433,133,Exclusive,★★★★★,Stechkin Buttstock,153218651,Stechkin Mod,-,1,6,-,-,-,13%,-,-,-,-,-,-,-,0,0,0,Locked
30131148,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,124,-,-,-,-,-,-,500,2,0,Locked
30133624,62,Exclusive,★★★★★,GSG UX Exoskeleton,-,-,-9,-,58,-,-,-,-,-,-,-,-,-,-,-,30000,10,14,Locked
30288411,20,AP Round,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,130,-,-,-,-,-,-,800,3,0,Locked
30447183,16,Night Equip,★★★★★,PEQ-16A,112699170,ST AR-15 Mod,-,-,-,-,-,-,-,-,-,-,-,-,95%,-,0,0,0,Locked
30447959,16,Night Equip,★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94%,-,0,0,0,Locked
30449459,12,Red Dot,★★★★★,ITI MARS,131819391,M870,-,20,-,-,-2,-,-,-,-,-,-,-,-,-,1900,5,0,Locked
30449551,8,Holographic,★★★★★,EOT 518,112549959,M4 SOPMOD II Mod,4,8,-,-,-5,-,-,-,-,-,-,-,-,-,0,0,0,Locked
30452893,90,Camo Cloak,★★★★★,Thermoptic Camouflage Cape,116760114,M200,-,-,-,-3,-,25%,-,-,-,-,-,-,-,-,10000,10,4,Locked
30570628,8,Holographic,★★★★★,EOT 518,112312323,OTs-12,5,10,-,-,-5,-,-,-,-,-,-,-,-,-,1900,5,0,Locked
30755868,174,Exclusive,★★★★★,FRAG-12 High Explosive Rounds,-,-,8,12,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,Locked
