ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
2836553,76,Buckshot,★★★★★,#000 Buckshot,92629065,FP-6,9,0,0,0,0,14%,0%,0,0,0,0%,0%,0%,0,0,0,4,
3317988,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,0,0,-1,0,0,0%,0%,0,4,0,0%,0%,0%,0,0,0,0,
4229654,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
4303196,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,33%,0,0,0,0%,0%,0%,0,3675,6,0,Locked
4332753,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,0,0,-1,0,0,0%,0%,0,4,0,0%,0%,0%,0,0,0,0,
4434760,16,Night Equipment,★★★★★,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,93%,0,0,0,0,Locked
4676226,59,Exclusive,★★★★★,National Match-Grade Armor-Piercing Ammo,-,-,0,0,0,0,3,0%,0%,130,0,0,0%,0%,0%,0,1050,1,1,Locked
5084167,16,Night Equipment,★★★★★,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,93%,0,0,0,0,Locked
5258345,109,Optical,★★★★★,16Lab 6-24X56,15913307,Gr G11 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
5258350,110,High-velocity,★★★★★,16Lab High-Velocity Ammo,593882,M4A1 Mod,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
5324927,68,Ammunition Box,★★★★★,IOP Maximum Ammo Box,2557592,LWMMG Mod,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,5,10000,10,6,
5475557,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
5497629,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,5,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,1000,5,0,
5535526,19,Armor-piercing,★★★★,Mk169 Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,94,0,0,0%,0%,0%,0,0,0,0,
5586048,12,Red Dot,★★★★★,ITI MARS,141748201,DP-12,0,14,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
5623519,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
5651179,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
5651180,19,Armor-piercing,★★★★,Mk169 Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,93,0,0,0%,0%,0%,0,0,0,0,
5661451,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,169,0,0,0%,0%,0%,0,10000,10,0,Locked
5706699,4,Optical,★★★★★,VFL 6-24X56,37848305,Type88 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,8,Locked
5708787,70,Hollow-point,★★★,ILM Hollow-Point Ammo,235152,IDW Mod,2,0,0,0,0,0%,0%,-2,0,0,0%,0%,0%,0,0,0,0,
5746022,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
5782244,72,Hollow-point,★★★★★,ILM Hollow-Point Ammo,-,-,9,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,0,0,4,Locked
5796838,66,Suppressor,★★★★★,AC4 Suppressor,-,-,0,0,6,0,0,0%,14%,0,0,0,0%,0%,0%,0,1050,3,0,Locked
5851119,64,Suppressor,★★★,AC2 Suppressor,-,-,0,0,3,0,0,0%,6%,0,0,0,0%,0%,0%,0,0,0,0,
6016377,4,Optical,★★★★★,VFL 6-24X56,124124267,KSVK Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,11,Locked
6065077,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,0,0,-1,0,0,0%,0%,0,4,0,0%,0%,0%,0,0,0,0,
7121898,82,Buckshot,★★★★★,16Lab Buckshot,141748201,DP-12,12,0,0,0,0,18%,0%,0,0,0,0%,0%,0%,0,1700,4,0,Locked
7547672,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
8300319,64,Suppressor,★★★,AC2 Suppressor,-,-,0,0,3,0,0,0%,6%,0,0,0,0%,0%,0%,0,0,0,0,
8589638,3,Optical,★★★★,PSO-1,77201284,Negev,0,0,0,0,0,0%,14%,0,0,0,0%,0%,0%,0,0,0,0,
8599523,109,Optical,★★★★★,16Lab 6-24X56,722757,416 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
8640889,39,T-Exo,★★★★,IOP T3 Exoskeleton,51756774,Type79,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
8645197,66,Suppressor,★★★★★,AC4 Suppressor,34251054,RO635 Mod,0,0,6,0,0,0%,14%,0,0,0,0%,0%,0%,0,1550,4,0,Locked
8656018,8,Holographic,★★★★★,EOT 518,20955207,Vector,4,10,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,2125,5,0,Locked
8782453,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,83%,0,0,0,0,
8783259,8,Holographic,★★★★★,EOT 518,-,-,6,7,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,2,Locked
8787091,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
8951373,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,9%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9053780,15,Night Equipment,★★★★,PEQ-15,338080,Micro Uzi Mod,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
9136890,39,T-Exo,★★★★,IOP T3 Exoskeleton,59391506,Jericho,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9144208,108,Exclusive,★★★★★,Blue Thick Cape,-,-,0,0,0,-3,1,13%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
9176537,110,High-velocity,★★★★★,16Lab High-Velocity Ammo,91191298,AN-94,17,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,4575,7,0,Locked
9209223,15,Night Equipment,★★★★,PEQ-15,59391506,Jericho,0,0,0,0,0,0%,0%,0,0,0,0%,0%,79%,0,0,0,0,
9209227,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
9220423,8,Holographic,★★★★★,EOT 518,-,-,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9247360,109,Optical,★★★★★,16Lab 6-24X56,593882,M4A1 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
9268414,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,
9299442,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
9379710,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9563070,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9663114,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9689381,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
9825608,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,82%,0,0,0,0,
10141253,39,T-Exo,★★★★,IOP T3 Exoskeleton,235152,IDW Mod,-5,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
10264982,70,Hollow-point,★★★,ILM Hollow-Point Ammo,59391506,Jericho,2,0,0,0,0,0%,0%,-2,0,0,0%,0%,0%,0,0,0,0,
10475385,92,Exclusive,★★★★★,UMP UX Exoskeleton,-,-,0,0,32,0,0,22%,0%,0,0,0,0%,0%,0%,0,14725,7,12,Locked
10554595,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11087294,92,Exclusive,★★★★★,UMP UX Exoskeleton,355969,UMP9,0,0,27,0,0,17%,0%,0,0,0,0%,0%,0%,0,1450,2,16,Locked
11154506,60,Exclusive,★★★★★,.300BLK High-Velocity Ammo,1658325,ST AR-15 Mod,35,0,0,0,-10,0%,0%,0,0,0,0%,0%,0%,0,30000,10,12,Locked
11212379,8,Holographic,★★★★★,EOT 518,235152,IDW Mod,4,7,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11239720,15,Night Equipment,★★★★,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,84%,0,0,0,0,
11271474,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
11273695,15,Night Equipment,★★★★,PEQ-15,230174,M1911 Mod,0,0,0,0,0,0%,0%,0,0,0,0%,0%,83%,0,0,0,0,
11664318,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11670304,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,125555682,HS2000,4,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,0,0,0,
11680590,120,Red Dot,★★★★★,16Lab MARS,53869239,S.A.T.8,0,24,0,0,-1,0%,0%,0,0,0,0%,0%,0%,0,3900,6,0,Locked
11682067,12,Red Dot,★★★★★,ITI MARS,-,-,0,13,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11718812,8,Holographic,★★★★★,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11757835,121,Exo,★★★★★,16Lab T4 Exoskeleton,66618366,SCW,-6,0,35,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,
11770384,57,X-Exo,★★★★,IOP X3 Exoskeleton,58863759,K11,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
11838466,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,18%,0,0,0,0%,0%,0%,0,0,0,0,Locked
11847767,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
12056536,43,Armor Plate,★★★★,Type 2 Armor Plate,-,-,0,0,-1,0,0,0%,0%,0,4,0,0%,0%,0%,0,0,0,0,
12092322,50,Armor-piercing,★★★★★,16Lab Sub-Caliber Armor-Piercing Ammo,-,-,0,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,10000,10,0,Locked
12122728,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
12123362,61,Exclusive,★★★★★,Titan Fire-Control Chip,-,-,-3,0,0,0,-7,0%,0%,0,0,0,0%,0%,0%,3,0,0,0,Locked
12137727,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
12584334,95,Hollow-point,★★★★★,16Lab Hollow-Point,20955207,Vector,12,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,2000,5,0,Locked
12908904,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
13120165,137,Exclusive,★★★★★,Adelhyde,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120166,138,Exclusive,★★★★★,Flanergide,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120167,139,Exclusive,★★★★★,Adelhyde,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120168,140,Exclusive,★★★★★,Bronson Extract,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120169,141,Exclusive,★★★★★,Powdered Delta,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120170,142,Exclusive,★★★★★,Karmotrine,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120171,143,Exclusive,★★★★★,Karmotrine,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13120172,144,Exclusive,★★★★★,Karmotrine,-,-,0,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13610364,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
13635112,70,Hollow-point,★★★,ILM Hollow-Point Ammo,338080,Micro Uzi Mod,2,0,0,0,0,0%,0%,-2,0,0,0%,0%,0%,0,0,0,0,
13750863,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,4,0,0,0,0,0%,0%,-4,0,0,0%,0%,0%,0,0,0,0,
13923371,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
13938284,147,Exclusive,★★★★★,White Knight's Armor,-,-,0,0,16,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
13976816,146,Exclusive,★★★★★,MIRD Class-5 Rounds,-,-,14,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,0,0,0,Locked
14152946,149,Exclusive,★★★★★,Cybernetic Hands,-,-,3,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,3,0,0,0,Locked
14208627,79,Slug,★★★★,WAD Slug,32681875,Elphelt,0,5,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
14218226,57,X-Exo,★★★★,IOP X3 Exoskeleton,-,-,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
14297673,145,Exclusive,★★★★★,Prosthetic Arm,-,-,3,0,-2,0,0,0%,0%,0,7,0,0%,0%,0%,0,0,0,0,Locked
14298712,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,8%,0%,0,0,0,0%,0%,0%,0,0,0,0,
14298737,148,Exclusive,★★★★★,Prosthetic Eye,-,-,0,0,0,-3,1,15%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
14298879,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
14319823,31,High-velocity,★★★★,JHP High-Velocity Ammo,-,-,5,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
14475456,12,Red Dot,★★★★★,ITI MARS,-,-,0,13,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
14518418,4,Optical,★★★★★,VFL 6-24X56,1658325,ST AR-15 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,9,Locked
14668452,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
14958358,4,Optical,★★★★★,VFL 6-24X56,58863759,K11,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,9,Locked
15297493,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,9%,0%,0,0,0,0%,0%,0%,0,0,0,0,
15419262,44,Armor Plate,★★★★★,Type 3 Armor Plate,141748201,DP-12,0,0,-2,0,0,0%,0%,0,11,0,0%,0%,0%,0,10000,10,5,Locked
15478433,8,Holographic,★★★★★,EOT 518,-,-,5,9,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
15615826,129,Exclusive,★★★★★,M2 Bipod,-,-,0,4,0,0,0,0%,36%,0,0,0,0%,0%,0%,0,7900,5,13,Locked
15647038,39,T-Exo,★★★★,IOP T3 Exoskeleton,125555682,HS2000,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
15757564,15,Night Equipment,★★★★,PEQ-15,51756774,Type79,0,0,0,0,0,0%,0%,0,0,0,0%,0%,82%,0,0,0,0,
16050969,161,Exclusive,★★★★★,Advanced Infantry Sight,-,-,2,0,0,0,0,0%,20%,0,0,0,0%,0%,0%,0,0,0,0,Locked
16136408,15,Night Equipment,★★★★,PEQ-15,14869078,9A-91,0,0,0,0,0,0%,0%,0,0,0,0%,0%,81%,0,0,0,0,
16457817,76,Buckshot,★★★★★,#000 Buckshot,-,-,7,0,0,0,0,13%,0%,0,0,0,0%,0%,0%,0,1,0,0,
16526367,110,High-velocity,★★★★★,16Lab High-Velocity Ammo,-,-,12,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
16663919,66,Suppressor,★★★★★,AC4 Suppressor,-,-,0,0,7,0,0,0%,14%,0,0,0,0%,0%,0%,0,1,0,0,Locked
16835525,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
17000179,99,Exclusive,★★★★★,Inherited Case,593882,M4A1 Mod,20,0,0,0,20,0%,0%,0,15,0,0%,0%,0%,0,30000,10,6,
17000234,100,Exclusive,★★★★★,Lightweight Rail Kit,1658325,ST AR-15 Mod,13,8,0,0,0,24%,0%,0,0,0,0%,0%,0%,0,9426,6,13,Locked
17695364,89,Camouflage Cape,★★★★,Urban Camouflage Cape,-,-,0,0,0,-3,0,12%,0%,0,0,0,0%,0%,0%,0,1951,6,0,
17808060,32,High-velocity,★★★★★,APCR High-Velocity Ammo,15913307,Gr G11 Mod,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,6,Locked
17900651,101,Exclusive,★★★★★,XM261 ACP,230174,M1911 Mod,8,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,1451,2,0,Locked
18219207,169,Exclusive,★★★★★,Am RFB Quad Rail,-,-,0,0,0,0,0,9%,17%,0,0,0,0%,0%,0%,0,1,0,0,Locked
18534372,168,Exclusive,★★★★★,Folding Stock,-,-,0,0,12,0,0,0%,14%,0,0,0,0%,0%,0%,0,526,0,0,Locked
18736179,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,1,0,0,
19206642,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,4,0,0,0,0,0%,0%,-4,0,0,0%,0%,0%,0,1,0,0,
19418813,80,Slug,★★★★★,SABOT Slug,-,-,0,9,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
19864079,39,T-Exo,★★★★,IOP T3 Exoskeleton,338080,Micro Uzi Mod,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
20053654,126,Exclusive,★★★★★,Dinergate RO,1116666,M4 SOPMOD II Mod,20,7,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,1576,2,0,Locked
20065708,8,Holographic,★★★★★,EOT 518,355969,UMP9,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
20156907,12,Red Dot,★★★★★,ITI MARS,-,-,0,12,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
20158601,125,Exclusive,★★★★★,Additional Computing Module,559176,UMP45 Mod,0,0,13,0,0,0%,22%,0,0,0,0%,0%,0%,0,10801,6,16,Locked
20160325,39,T-Exo,★★★★,IOP T3 Exoskeleton,-,-,-5,0,14,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
20224859,65,Suppressor,★★★★,AC3 Suppressor,-,-,0,0,4,0,0,0%,9%,0,0,0,0%,0%,0%,0,0,0,0,
20496916,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,4,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,1,0,0,
20726736,80,Slug,★★★★★,SABOT Slug,-,-,0,10,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1901,5,0,
20733687,80,Slug,★★★★★,SABOT Slug,-,-,0,12,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,2400,5,0,
20755008,32,High-velocity,★★★★★,APCR High-Velocity Ammo,-,-,8,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
20825556,89,Camouflage Cape,★★★★,Urban Camouflage Cape,44623375,Carcano M1891,0,0,0,-3,0,9%,0%,0,0,0,0%,0%,0%,0,1,0,0,
20869910,57,X-Exo,★★★★,IOP X3 Exoskeleton,14869078,9A-91,0,0,6,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
20869912,71,Hollow-point,★★★★,ILM Hollow-Point Ammo,-,-,4,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,0,0,0,
20948440,127,Exclusive,★★★★★,Hi-Performance Tactical Hair Accessory,-,-,13,6,13,0,0,0%,0%,0,0,0,0%,0%,0%,0,2101,2,0,Locked
21058938,44,Armor Plate,★★★★★,Type 3 Armor Plate,-,-,0,0,-2,0,0,0%,0%,0,11,0,0%,0%,0%,0,10000,10,3,Locked
21148549,32,High-velocity,★★★★★,APCR High-Velocity Ammo,-,-,9,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
21169489,20,Armor-piercing,★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,44623375,Carcano M1891,0,0,0,0,0,0%,0%,112,0,0,0%,0%,0%,0,1,0,0,
21210875,40,T-Exo,★★★★★,IOP T4 Exoskeleton,-,-,-7,0,22,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
21223696,4,Optical,★★★★★,VFL 6-24X56,-,-,0,0,0,0,0,0%,31%,0,0,0,0%,0%,0%,0,3650,6,0,Locked
21223697,12,Red Dot,★★★★★,ITI MARS,-,-,0,11,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,
