ID,No.,Rarity,Name,Size,Level,Total Exp,Current Exp,Required Exp,Link,Development,Analysis,Max HP,HP,Skill1,Skill2,Skill3,Skill4,Chip1 ID,Chip1,Chip2 ID,Chip2,Affection,Oathed,Oathed Datetime,Locked
1031767,3001,★,Ripper,XS,1,0,0,100,x1,★,,80,80,0,0,0,0,0,,0,,50,,,Locked
1035388,3009,★,Jaguar,XS,1,0,0,100,x1,★,,47,47,0,0,0,0,0,,0,,50,,,Locked
1052319,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,5,0,,0,,100,,,Locked
1060768,2011,★★,Prowler_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,945,945,0,0,1,1,0,,0,,100,,,Locked
1062723,2009,★★,Ripper SWAP,XS,1,0,0,100,x1,★★,,98,98,0,0,1,0,0,,0,,50,,,Locked
1075153,3003,★,Guard,XL,1,0,0,100,x5,★,◆◆◆◆,553,553,0,0,0,0,0,,0,,50,,,Locked
1104232,3008,★,Prowler,XL,1,0,0,100,x5,★,◆◆◆◆,374,374,0,0,0,0,0,,0,,50,,,Locked
1119003,3003,★,Guard,XS,1,0,0,100,x1,★,,108,108,0,0,0,0,0,,0,,50,,,Locked
1119006,2012,★★,Dragoon_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,1288,1288,0,0,5,5,0,,0,,100,,,Locked
1128701,3008,★,Prowler,XS,1,0,0,100,x1,★,,73,73,0,0,0,0,0,,0,,50,,,Locked
1128716,2004,★★,Nemeum,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,965,965,0,0,5,5,0,,0,,100,,,Locked
1128719,3001,★,Ripper,XS,1,0,0,100,x1,★,,80,80,0,0,0,0,0,,0,,50,,,Locked
1167159,3008,★,Prowler,XS,1,0,0,100,x1,★,,73,73,0,0,0,0,0,,0,,50,,,Locked
1209464,3005,★,Striker,XS,1,0,0,100,x1,★,,64,64,0,0,0,0,0,,0,,50,,,Locked
1238797,2003,★★,Aegis,XL,1,0,0,100,x1,★★,,124,124,0,0,1,0,0,,0,,50,,,Locked
1248538,3001,★,Ripper,XL,1,0,0,100,x5,★,◆◆◆◆,411,411,0,0,0,0,0,,0,,50,,,Locked
1273226,3003,★,Guard,XL,1,0,0,100,x5,★,◆◆◆◆,553,553,0,0,0,0,0,,0,,50,,,Locked
1289623,3004,★,Jaeger,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,598,598,0,0,0,5,0,,0,,100,,,Locked
1289630,3010,★,Goliath Factory,L,100,3255500,-,-,x1,★★★★★,◆◆◆◆,1462,1462,0,0,0,1,0,,0,,100,,,Locked
1325965,1010,★★★,Gager,,100,3255500,-,-,x1,★★★★★,,1205,1205,10,10,5,5,0,,0,,100,,,Locked
1336437,3009,★,Jaguar,XS,1,0,0,100,x1,★,,47,47,0,0,0,0,0,,0,,50,,,Locked
1348827,3001,★,Ripper,XL,1,0,0,100,x5,★,◆◆◆◆,411,411,0,0,0,0,0,,0,,50,,,Locked
1359703,3001,★,Ripper,XL,1,0,0,100,x1,★,,83,83,0,0,0,0,0,,0,,50,,,Locked
1360427,3001,★,Ripper,XL,1,0,0,100,x1,★,,83,83,0,0,0,0,0,,0,,50,,,Locked
1393892,1011,★★★,Judge,,100,3255500,-,-,x1,★★★★★,◆,1326,1326,10,10,5,5,0,,0,,100,,,Locked
1393928,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,5,0,,0,,100,,,Locked
1406953,2003,★★,Aegis,XL,1,0,0,100,x1,★★,,124,124,0,0,1,0,0,,0,,50,,,Locked
1406957,2013,★★,Striker_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,948,948,0,0,5,5,0,,0,,100,,,Locked
1421748,3006,★,Dinergate,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,341,341,0,0,0,1,0,,0,,100,,,Locked
1446180,2010,★★,Vespid_SWAP,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,931,931,0,0,5,5,0,,0,,100,,,Locked
1472149,3005,★,Striker,XS,1,0,0,100,x1,★,,64,64,0,0,0,0,0,,0,,50,,,Locked
1489911,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,5,0,,0,,100,,,Locked
1539597,3009,★,Jaguar,XS,1,0,0,100,x1,★,,47,47,0,0,0,0,0,,0,,50,,,Locked
1605453,3007,★,Scout,XL,1,0,0,100,x1,★,,63,63,0,0,0,0,0,,0,,50,,,Locked
1605454,3001,★,Ripper,XL,1,0,0,100,x1,★,,83,83,0,0,0,0,0,,0,,50,,,Locked
1648314,2008,★★,Guard_SWAP,L,1,0,0,100,x5,★★,◆◆◆◆,634,634,0,0,1,0,0,,0,,50,,,Locked
1659854,2005,★★,Tarantula,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,356,356,0,0,5,5,0,,0,,100,,,Locked
1660646,2004,★★,Nemeum,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,965,965,0,0,1,1,0,,0,,100,,,Locked
1660661,2011,★★,Prowler_SWAP,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,956,956,0,0,5,5,0,,0,,100,,,Locked
1660700,2009,★★,Ripper SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,1091,1091,0,0,5,5,0,,0,,100,,,Locked
1660706,3005,★,Striker,XL,1,0,0,100,x1,★,,66,66,0,0,0,0,0,,0,,50,,,Locked
1660741,2012,★★,Dragoon_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,1288,1288,0,0,5,5,0,,0,,100,,,Locked
1660788,2014,★★,Aegis_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,1718,1718,0,0,5,5,0,,0,,100,,,Locked
1660835,1012,★★★,Agent,,100,3255500,-,-,x1,★★★★★,,1320,1320,10,10,5,5,0,,0,,100,,,Locked
1742904,3001,★,Ripper,XL,1,0,0,100,x1,★,,83,83,0,0,0,0,0,,0,,50,,,Locked
1758725,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,5,0,,0,,100,,,Locked
1770224,3004,★,Jaeger,XS,1,0,0,100,x1,★,,53,53,0,0,0,0,0,,0,,50,,,Locked
1826486,3001,★,Ripper,XS,1,0,0,100,x1,★,,80,80,0,0,0,0,0,,0,,50,,,Locked
1885917,2009,★★,Ripper SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,1091,1091,0,0,5,5,0,,0,,100,,,Locked
1885920,3005,★,Striker,XL,1,0,0,100,x1,★,,66,66,0,0,0,0,0,,0,,50,,,Locked
2056627,3002,★,Vespid,XS,1,0,0,100,x1,★,,74,74,0,0,0,0,0,,0,,50,,,Locked
2077141,1015,★★★,Architect - NVW Model,,100,3255500,-,-,x1,★★★★★,,1378,1378,10,10,5,5,1002,Night Vision,0,,100,,,Locked
2132856,3008,★,Prowler,XL,1,0,0,100,x1,★,,75,75,0,0,0,0,0,,0,,50,,,Locked
2156683,3010,★,Goliath Factory,XL,100,3255500,-,-,x1,★★★★★,◆◆◆◆,1476,1476,0,0,0,5,0,,0,,100,,,Locked
2184724,3003,★,Guard,XS,1,0,0,100,x1,★,,108,108,0,0,0,0,0,,0,,50,,,Locked
2184726,3010,★,Goliath Factory,L,1,0,0,100,x1,★,◆◆◆◆,833,833,0,0,0,0,0,,0,,50,,,Locked
2184738,3003,★,Guard,XS,1,0,0,100,x1,★,,108,108,0,0,0,0,0,,0,,50,,,Locked
2214758,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,1,0,,0,,100,,,Locked
2214759,3008,★,Prowler,XL,1,0,0,100,x1,★,,75,75,0,0,0,0,0,,0,,50,,,Locked
2242246,3005,★,Striker,XS,1,0,0,100,x1,★,,64,64,0,0,0,0,0,,0,,50,,,Locked
2242247,3001,★,Ripper,XL,1,0,0,100,x1,★,,83,83,0,0,0,0,0,,0,,50,,,Locked
2245382,3009,★,Jaguar,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,516,516,0,0,0,1,0,,0,,100,,,Locked
2263101,2003,★★,Aegis,XL,1,0,0,100,x1,★★,,124,124,0,0,1,0,0,,0,,50,,,Locked
2269787,3005,★,Striker,XL,1,0,0,100,x1,★,,66,66,0,0,0,0,0,,0,,50,,,Locked
2269802,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2269807,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2269846,3004,★,Jaeger,XS,1,0,0,100,x1,★,,53,53,0,0,0,0,0,,0,,50,,,Locked
2270240,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2270250,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2270256,1004,★★★,Intruder,,100,3255500,-,-,x1,★★★★★,,1378,1378,10,10,5,5,0,,0,,100,,,Locked
2292557,3003,★,Guard,XL,1,0,0,100,x1,★,,111,111,0,0,0,0,0,,0,,50,,,Locked
2311046,3008,★,Prowler,XS,1,0,0,100,x1,★,,73,73,0,0,0,0,0,,0,,50,,,Locked
2312088,2006,★★,Manticore,M,1,0,0,100,x1,★★,,512,512,0,0,1,0,0,,0,,50,,,
2312090,3010,★,Goliath Factory,XL,100,3255500,-,-,x1,★★★★★,◆◆◆◆,1476,1476,0,0,0,5,0,,0,,100,,,Locked
2312094,2006,★★,Manticore,XL,100,3255500,-,-,x1,★★★★★,◆◆◆◆,1604,1604,0,0,5,5,0,,0,,100,,,Locked
2329605,2014,★★,Aegis_SWAP,L,99,3167100,56900,88400,x5,★★★★★,◆◆◆◆,1710,1710,0,0,1,1,0,,0,,100,,,Locked
2329638,2017,★★,Zombie Bride,M,35,52380,480,4320,x2,★★,◆,249,249,0,0,1,0,0,,0,,56,,,Locked
2344453,3009,★,Jaguar,XL,95,2632230,65630,64770,x5,★★★★★,◆◆◆◆,503,503,0,0,0,1,0,,0,,100,,,Locked
2357715,3003,★,Guard,XL,1,0,0,100,x1,★,,111,111,0,0,0,0,0,,0,,50,,,Locked
2357719,2013,★★,Striker_SWAP,L,100,3255500,-,-,x5,★★★★★,◆◆◆◆,948,948,0,0,1,1,0,,0,,100,,,Locked
2371996,3005,★,Striker,XL,1,0,0,100,x1,★,,66,66,0,0,0,0,0,,0,,50,,,Locked
2386222,2004,★★,Nemeum,L,74,879120,35220,19280,x5,★★,◆◆◆◆,713,713,0,0,1,0,0,,0,,100,,,Locked
2404188,2010,★★,Vespid_SWAP,M,1,0,0,100,x5,★★,◆◆◆◆,426,426,0,0,1,0,0,,0,,50,,,Locked
2404216,3004,★,Jaeger,XL,100,3255500,-,-,x5,★★★★★,◆◆◆◆,598,598,0,0,0,5,0,,0,,100,,,Locked
2432033,3004,★,Jaeger,XL,86,1652940,20240,59760,x5,★,◆◆◆◆,435,435,0,0,0,0,0,,0,,100,,,Locked
2459290,3003,★,Guard,XS,1,0,0,100,x1,★,,108,108,0,0,0,0,0,,0,,50,,,Locked
2459293,3003,★,Guard,XL,1,0,0,100,x1,★,,111,111,0,0,0,0,0,,0,,50,,,Locked
2473364,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2473368,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2484230,2008,★★,Guard_SWAP,XS,1,0,0,100,x1,★★,,124,124,0,0,1,0,0,,0,,50,,,Locked
2484233,2009,★★,Ripper SWAP,L,35,52380,480,4320,x5,★★,◆◆◆◆,637,637,0,0,1,0,0,,0,,56,,,Locked
2484259,2005,★★,Tarantula,L,96,2813670,116670,17330,x5,★★★★★,◆◆◆◆,345,345,0,0,1,1,0,,0,,100,,,Locked
2484277,1016,★★★,Intruder - Sorceress of the End,,100,3255500,-,-,x1,★★★★★,,1249,1249,10,7,1,1,3002,Fighting Spirit,3004,Defend,100,,,Locked
2486873,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2501423,3007,★,Scout,XS,1,0,0,100,x1,★,,61,61,0,0,0,0,0,,0,,50,,,Locked
2526424,3008,★,Prowler,XL,1,0,0,100,x1,★,,75,75,0,0,0,0,0,,0,,50,,,Locked
2528219,2015,★★,Jaeger SWAP,M,1,0,0,100,x1,★★,,70,70,0,0,1,0,0,,0,,50,,,Locked
2530393,3002,★,Vespid,XS,1,0,0,100,x1,★,,74,74,0,0,0,0,0,,0,,50,,,Locked
2559108,3009,★,Jaguar,XL,80,1210680,10280,56220,x5,★,◆◆◆◆,367,367,0,0,0,0,0,,0,,100,,,Locked
2565694,2006,★★,Manticore,XS,1,0,0,100,x1,★★,,504,504,0,0,1,0,0,,0,,50,,,Locked
2574053,2005,★★,Tarantula,L,96,2813670,116670,17330,x5,★★★★★,◆◆◆◆,345,345,0,0,1,1,0,,0,,100,,,Locked
2587569,3004,★,Jaeger,XL,80,1263600,63200,3300,x5,★,◆◆◆◆,423,423,0,0,0,0,0,,0,,100,,,Locked
2587612,3007,★,Scout,XL,1,0,0,100,x1,★,,63,63,0,0,0,0,0,,0,,50,,,Locked
2624833,2016,★★,Gingerbread Guard,M,53,225180,12380,5320,x4,★★,◆◆◆,1000,1000,0,0,1,0,0,,0,,77,,,Locked
2631346,3009,★,Jaguar,XS,1,0,0,100,x1,★,,47,47,0,0,0,0,0,,0,,50,,,Locked
2682935,2006,★★,Manticore,L,1,0,0,100,x1,★★,◆◆◆◆,917,917,0,0,1,0,0,,0,,50,,,Locked
2696713,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2696739,2004,★★,Nemeum,S,1,0,0,100,x1,★★,,91,91,0,0,1,0,0,,0,,50,,,
2696746,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2696747,2005,★★,Tarantula,S,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2701721,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2701725,2008,★★,Guard_SWAP,XS,1,0,0,100,x1,★★,,124,124,0,0,1,0,0,,0,,50,,,Locked
2701728,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2701730,2006,★★,Manticore,M,1,0,0,100,x1,★★,,512,512,0,0,1,0,0,,0,,50,,,
2701732,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2701750,2006,★★,Manticore,M,1,0,0,100,x1,★★,,512,512,0,0,1,0,0,,0,,50,,,
2706228,2004,★★,Nemeum,M,1,0,0,100,x1,★★,,92,92,0,0,1,0,0,,0,,50,,,
2706232,1017,★★★,Destroyer - Dashing Reindeer,,83,1453464,46964,26136,x1,★★★,,902,902,7,1,1,0,3001,Weaken,0,,100,,,Locked
2714479,2014,★★,Aegis_SWAP,M,1,0,0,100,x1,★★,,157,157,0,0,1,0,0,,0,,50,,,
2716156,3007,★,Scout,XL,1,0,0,100,x1,★,,63,63,0,0,0,0,0,,0,,50,,,Locked
2719907,2015,★★,Jaeger SWAP,M,1,0,0,100,x1,★★,,70,70,0,0,1,0,0,,0,,50,,,
2736153,2012,★★,Dragoon_SWAP,M,1,0,0,100,x1,★★,,118,118,0,0,1,0,0,,0,,50,,,
2749002,2015,★★,Jaeger SWAP,XS,1,0,0,100,x1,★★,,69,69,0,0,1,0,0,,0,,50,,,Locked
2751913,2011,★★,Prowler_SWAP,M,1,0,0,100,x1,★★,,91,91,0,0,1,0,0,,0,,50,,,
2754764,2012,★★,Dragoon_SWAP,S,1,0,0,100,x1,★★,,117,117,0,0,1,0,0,,0,,50,,,
2759124,3001,★,Ripper,XS,1,0,0,100,x1,★,,80,80,0,0,0,0,0,,0,,50,,,Locked
2769867,2011,★★,Prowler_SWAP,L,1,0,0,100,x1,★★,,91,91,0,0,1,0,0,,0,,50,,,
2769874,3010,★,Goliath Factory,XL,1,0,0,100,x1,★,◆◆,736,736,0,0,0,0,0,,0,,50,,,Locked
2781179,2012,★★,Dragoon_SWAP,M,1,0,0,100,x1,★★,,118,118,0,0,1,0,0,,0,,50,,,
2783810,2012,★★,Dragoon_SWAP,XS,1,0,0,100,x1,★★,,116,116,0,0,1,0,0,,0,,50,,,Locked
2789439,3009,★,Jaguar,XL,1,0,0,100,x1,★,,48,48,0,0,0,0,0,,0,,50,,,Locked
2789441,3003,★,Guard,XL,1,0,0,100,x1,★,,111,111,0,0,0,0,0,,0,,50,,,Locked
2797565,2005,★★,Tarantula,M,1,0,0,100,x1,★★,,33,33,0,0,1,0,0,,0,,50,,,
2797566,3009,★,Jaguar,XL,1,0,0,100,x2,★,◆,95,95,0,0,0,0,0,,0,,50,,,Locked
2807624,3004,★,Jaeger,M,1,0,0,100,x1,★,,53,53,0,0,0,0,0,,0,,50,,,
